Id,Label,timeset,G
ASV379,ASV379,,Unassigned
ASV937,ASV937,,Altererythrobacter
ASV3869,ASV3869,,Unassigned
ASV40,ASV40,,Microbacterium
ASV387,ASV387,,Unassigned
ASV389,ASV389,,Devosia
ASV4501,ASV4501,,Unassigned
ASV3900,ASV3900,,Unassigned
ASV3938,ASV3938,,Pseudomonas
ASV863,ASV863,,Flavisolibacter
ASV397,ASV397,,Pedobacter
ASV402,ASV402,,Brevundimonas
ASV410,ASV410,,Ornithinimicrobium
ASV411,ASV411,,Nibribacter
ASV4133,ASV4133,,Arthrobacter
ASV776,ASV776,,Rhizobium
ASV415,ASV415,,Sphingopyxis
ASV418,ASV418,,Unassigned
ASV419,ASV419,,Flavisolibacter
ASV42,ASV42,,Dyadobacter
ASV420,ASV420,,Unassigned
ASV5333,ASV5333,,Unassigned
ASV930,ASV930,,Unassigned
ASV422,ASV422,,Unassigned
ASV680,ASV680,,Sphingomonas
ASV803,ASV803,,Sphingomonas
ASV4265,ASV4265,,Unassigned
ASV4759,ASV4759,,Nocardioides
ASV91,ASV91,,Unassigned
ASV470,ASV470,,Unassigned
ASV716,ASV716,,Nocardioides
ASV862,ASV862,,Nibribacter
ASV597,ASV597,,Pseudomonas
ASV450,ASV450,,Unassigned
ASV72,ASV72,,Pantoea
ASV460,ASV460,,Microvirga
ASV461,ASV461,,Unassigned
ASV464,ASV464,,Unassigned
ASV467,ASV467,,Nocardioides
ASV729,ASV729,,Unassigned
ASV482,ASV482,,Actinotalea
ASV489,ASV489,,Microvirga
ASV491,ASV491,,Unassigned
ASV893,ASV893,,Arthrobacter
ASV50,ASV50,,Nocardioides
ASV913,ASV913,,Aquipuribacter
ASV503,ASV503,,Blastocatella
ASV509,ASV509,,Flavisolibacter
ASV5201,ASV5201,,Pseudomonas
ASV522,ASV522,,Nocardioides
ASV525,ASV525,,Adhaeribacter
ASV526,ASV526,,Dyadobacter
ASV532,ASV532,,Nocardioides
ASV5381,ASV5381,,Nocardioides
ASV917,ASV917,,Acinetobacter
ASV889,ASV889,,Unassigned
ASV545,ASV545,,Nocardioides
ASV670,ASV670,,Solirubrobacter
ASV944,ASV944,,Rhizobium
ASV5525,ASV5525,,Pseudomonas
ASV818,ASV818,,Ensifer
ASV559,ASV559,,Microbacterium
ASV891,ASV891,,Unassigned
ASV573,ASV573,,Nocardioides
ASV5772,ASV5772,,Pseudomonas
ASV586,ASV586,,Sphingobacterium
ASV587,ASV587,,Unassigned
ASV618,ASV618,,Rubellimicrobium
ASV601,ASV601,,Burkholderia
ASV604,ASV604,,Unassigned
ASV635,ASV635,,Pedobacter
ASV643,ASV643,,Arthrobacter
ASV661,ASV661,,Unassigned
ASV779,ASV779,,Flavisolibacter
ASV673,ASV673,,Ralstonia
ASV682,ASV682,,Unassigned
ASV684,ASV684,,Unassigned
ASV693,ASV693,,Sphingomonas
ASV726,ASV726,,Stenotrophomonas
ASV735,ASV735,,Nocardioides
ASV761,ASV761,,Sphingomonas
ASV745,ASV745,,Pseudomonas
ASV759,ASV759,,Methylobacterium
ASV767,ASV767,,Unassigned
ASV772,ASV772,,Salana
ASV821,ASV821,,Georgenia
ASV823,ASV823,,Nocardioides
ASV833,ASV833,,Dyadobacter
ASV841,ASV841,,Arcticibacter
ASV871,ASV871,,Sphingomonas
ASV900,ASV900,,Unassigned
ASV904,ASV904,,Pontibacter
ASV915,ASV915,,Unassigned
ASV956,ASV956,,Mesorhizobium
ASV982,ASV982,,Sphingobium
ASV99,ASV99,,Nocardioides
,,,
,,,
,,,Devosia
,,,Unassigned
,,,Unassigned
,,,Arthrobacter
,,,Arthrobacter
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Flavisolibacter
,,,Gemmatimonas
,,,Ohtaekwangia
,,,Unassigned
,,,Unassigned
,,,Sphingobacterium
,,,Flavobacterium
,,,Brevundimonas
,,,Blastocatella
,,,Chryseobacterium
,,,Methylobacterium
,,,Nocardioides
,,,Unassigned
,,,Nocardioides
,,,Gordonia
,,,Arthrobacter
,,,Nocardioides
,,,Planctomyces
,,,Nitrospira
,,,Flavobacterium
,,,Flavisolibacter
,,,Arthrobacter
,,,Unassigned
,,,Pirellula
,,,Unassigned
,,,Unassigned
,,,Nocardioides
,,,Unassigned
,,,Sphingomonas
,,,Aeromicrobium
,,,Unassigned
,,,Rhizobium
,,,Pontibacter
,,,Unassigned
,,,Patulibacter
,,,Unassigned
,,,Planctomyces
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Rubellimicrobium
,,,Unassigned
,,,Devosia
,,,Unassigned
,,,Pseudomonas
,,,Acinetobacter
,,,Pedomicrobium
,,,Pontibacter
,,,Unassigned
,,,Blastopirellula
,,,Pseudomonas
,,,Unassigned
,,,Sphingomonas
,,,Pseudomonas
,,,Ensifer
,,,Georgenia
,,,Flavobacterium
,,,Unassigned
,,,Algoriphagus
,,,Blastocatella
,,,Unassigned
,,,Nitrosospira
,,,Opitutus
,,,Synechococcus
,,,Unassigned
,,,Arcticibacter
,,,Nocardioides
,,,Unassigned
,,,Novosphingobium
,,,Unassigned
,,,Nocardioides
,,,Unassigned
,,,Persicitalea
,,,Unassigned
,,,Unassigned
,,,Pedobacter
,,,Unassigned
,,,Flavisolibacter
,,,Unassigned
,,,Unassigned
,,,Nibribacter
,,,Unassigned
,,,Unassigned
,,,Arthrobacter
,,,Unassigned
,,,Pseudomonas
,,,Pseudomonas
,,,Microbacterium
,,,Nocardioides
,,,Unassigned
,,,Achromobacter
,,,Arcticibacter
,,,Unassigned
,,,Pir4_lineage
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Sphingobacterium
,,,Roseimaritima
,,,Blastocatella
,,,Unassigned
,,,Arthrobacter
,,,Unassigned
,,,Flavobacterium
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Pseudomonas
,,,Arenimonas
,,,Aeromicrobium
,,,Unassigned
,,,Flavobacterium
,,,Unassigned
,,,Pontibacter
,,,Chryseobacterium
,,,Unassigned
,,,Bacillus
,,,Pontibacter
,,,Pseudomonas
,,,Unassigned
,,,unidentified_eubacterium_LD29
,,,Xanthomonas
,,,Agaricicola
,,,Unassigned
,,,Unassigned
,,,Methylophilus
,,,Aeromicrobium
,,,Unassigned
,,,Sphingomonas
,,,Cytophaga
,,,Unassigned
,,,Unassigned
,,,Altererythrobacter
,,,Nocardioides
,,,Unassigned
,,,Unassigned
,,,Bacillus
,,,Unassigned
,,,Flavisolibacter
,,,Flavisolibacter
,,,Unassigned
,,,Flavobacterium
,,,Unassigned
,,,Roseomonas
,,,Rhodocytophaga
,,,Unassigned
,,,Flavisolibacter
,,,Unassigned
,,,Solirubrobacter
,,,Pontibacter
,,,Unassigned
,,,Iamia
,,,Unassigned
,,,Unassigned
,,,Bacillus
,,,Pseudomonas
,,,Pseudomonas
,,,Flavisolibacter
,,,Flavobacterium
,,,Paucimonas
,,,Unassigned
,,,Adhaeribacter
,,,Unassigned
,,,Pseudoclavibacter
,,,Unassigned
,,,Nibribacter
,,,Mesorhizobium
,,,Ferruginibacter
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Mesorhizobium
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Stenotrophomonas
,,,Unassigned
,,,Chthoniobacter
,,,Phenylobacterium
,,,Nocardioides
,,,Arthrobacter
,,,Roseomonas
,,,Sphingomonas
,,,Unassigned
,,,Paucimonas
,,,Unassigned
,,,Sphingomonas
,,,Rhizomicrobium
,,,Devosia
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Haloferula
,,,Sphingomonas
,,,Unassigned
,,,Sphingomonas
,,,Flavobacterium
,,,Brevundimonas
,,,Pir4_lineage
,,,Devosia
,,,Variibacter
,,,Flavisolibacter
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Cytophaga
,,,Unassigned
,,,Larkinella
,,,Unassigned
,,,Adhaeribacter
,,,Terrimonas
,,,Rhizobium
,,,Unassigned
,,,Dyadobacter
,,,Pontibacter
,,,Dietzia
,,,Unassigned
,,,Arcticibacter
,,,Epilithonimonas
,,,Unassigned
,,,Sphingobacterium
,,,Agrococcus
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Gemmatimonas
,,,Flavobacterium
,,,Candidatus_Methylacidiphilum
,,,Litorilinea
,,,Unassigned
,,,Bacillus
,,,Hyphomicrobium
,,,Unassigned
,,,Devosia
,,,Unassigned
,,,Unassigned
,,,Blastocatella
,,,Blastocatella
,,,Skermanella
,,,Planctomyces
,,,Adhaeribacter
,,,Unassigned
,,,Herpetosiphon
,,,Rhizobium
,,,Unassigned
,,,Rufibacter
,,,Unassigned
,,,Unassigned
,,,Arthrobacter
,,,Thermomonas
,,,Unassigned
,,,Chthoniobacter
,,,Sphingomonas
,,,Unassigned
,,,Unassigned
,,,Flavobacterium
,,,Arthrobacter
,,,Unassigned
,,,Unassigned
,,,Flavobacterium
,,,Noviherbaspirillum
,,,Flavisolibacter
,,,Flavisolibacter
,,,Ferruginibacter
,,,Achromobacter
,,,Unassigned
,,,Planctomyces
,,,Brevundimonas
,,,Unassigned
,,,Pseudomonas
,,,Unassigned
,,,Pir4_lineage
,,,Unassigned
,,,Massilia
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Aeromicrobium
,,,Unassigned
,,,Pontibacter
,,,Marmoricola
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Pseudomonas
,,,Unassigned
,,,Unassigned
,,,Deinococcus
,,,Acinetobacter
,,,Flavobacterium
,,,Bacillus
,,,Flavobacterium
,,,Variibacter
,,,Unassigned
,,,Mucilaginibacter
,,,Sphingomonas
,,,Unassigned
,,,Flavobacterium
,,,Unassigned
,,,Peredibacter
,,,Unassigned
,,,Sphingopyxis
,,,Nocardioides
,,,Flavobacterium
,,,Cellulomonas
,,,Opitutus
,,,Pseudomonas
,,,Shinella
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Flavisolibacter
,,,Unassigned
,,,Nocardioides
,,,Unassigned
,,,Fluviicola
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Candidatus_Alysiosphaera
,,,Sphingobium
,,,Unassigned
,,,Blastocatella
,,,Peredibacter
,,,Unassigned
,,,Pirellula
,,,Glycomyces
,,,Nocardioides
,,,Streptomyces
,,,Flavisolibacter
,,,Unassigned
,,,Planctomyces
,,,Nocardioides
,,,Roseimicrobium
,,,Ferruginibacter
,,,Unassigned
,,,Simiduia
,,,Unassigned
,,,Nibribacter
,,,Unassigned
,,,Rhizobium
,,,Pseudomonas
,,,Massilia
,,,Unassigned
,,,Flavobacterium
,,,Flavobacterium
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Haloferula
,,,Unassigned
,,,Dyadobacter
,,,Lysobacter
,,,Altererythrobacter
,,,Unassigned
,,,Unassigned
,,,Lautropia
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Phycicoccus
,,,Aeromicrobium
,,,Flavobacterium
,,,Unassigned
,,,Unassigned
,,,Pseudomonas
,,,Pelomonas
,,,Unassigned
,,,Unassigned
,,,Nibribacter
,,,Marmoricola
,,,Flavobacterium
,,,Arthrobacter
,,,Unassigned
,,,Pseudomonas
,,,Nocardioides
,,,Flavobacterium
,,,Adhaeribacter
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Arthrobacter
,,,Unassigned
,,,Nocardioides
,,,Unassigned
,,,Thalassospira
,,,Unassigned
,,,Reyranella
,,,Paenibacillus
,,,Chryseobacterium
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Taibaiella
,,,Nocardioides
,,,Flavobacterium
,,,Pseudomonas
,,,Xanthomonas
,,,Paenibacillus
,,,Rubellimicrobium
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Nocardioides
,,,Lechevalieria
,,,Flavisolibacter
,,,Unassigned
,,,Flavobacterium
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Microbacterium
,,,Unassigned
,,,Massilia
,,,Adhaeribacter
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Bacillus
,,,Lysobacter
,,,Polycyclovorans
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Planctomyces
,,,Curvibacter
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Opitutus
,,,Unassigned
,,,Flavobacterium
,,,Lysinimonas
,,,Unassigned
,,,Unassigned
,,,Nocardioides
,,,Unassigned
,,,Neorhizobium
,,,Unassigned
,,,Caulobacter
,,,Unassigned
,,,Flavisolibacter
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Fluviicola
,,,Pontibacter
,,,Unassigned
,,,Gemmatimonas
,,,Mesorhizobium
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Planctomyces
,,,Flavobacterium
,,,Rhodocytophaga
,,,Adhaeribacter
,,,Unassigned
,,,Erythrobacter
,,,Unassigned
,,,Pedobacter
,,,Gaiella
,,,Niastella
,,,Unassigned
,,,Nordella
,,,Pedobacter
,,,Amaricoccus
,,,Lysobacter
,,,Acinetobacter
,,,Pseudomonas
,,,Unassigned
,,,Unassigned
,,,Pirellula
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Pseudomonas
,,,Fluviicola
,,,Lysobacter
,,,Unassigned
,,,Flavisolibacter
,,,Adhaeribacter
,,,Mesorhizobium
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Pirellula
,,,Brevundimonas
,,,Peredibacter
,,,Unassigned
,,,Unassigned
,,,Paucimonas
,,,Pontibacter
,,,Pseudomonas
,,,hgcI_clade
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Bauldia
,,,Unassigned
,,,Unassigned
,,,Lautropia
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Flavobacterium
,,,Unassigned
,,,Luteolibacter
,,,Iamia
,,,Hydrogenophaga
,,,Bacillus
,,,Sphingomonas
,,,Unassigned
,,,Unassigned
,,,Flavisolibacter
,,,Unassigned
,,,Unassigned
,,,Sphingobacterium
,,,Nocardioides
,,,Unassigned
,,,Unassigned
,,,Cellulosimicrobium
,,,Pedobacter
,,,Unassigned
,,,Ohtaekwangia
,,,Serratia
,,,Unassigned
,,,Unassigned
,,,Lysobacter
,,,Rhodopirellula
,,,Adhaeribacter
,,,Unassigned
,,,Chryseobacterium
,,,Psychrobacillus
,,,Unassigned
,,,Nibribacter
,,,Unassigned
,,,Unassigned
,,,Flavobacterium
,,,Luteolibacter
,,,Pseudomonas
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Sphingomonas
,,,Terrimonas
,,,Unassigned
,,,Agaricicola
,,,Unassigned
,,,Adhaeribacter
,,,Unassigned
,,,Geodermatophilus
,,,Pseudomonas
,,,Nocardioides
,,,Unassigned
,,,Unassigned
,,,Pseudomonas
,,,Unassigned
,,,Chryseobacterium
,,,Unassigned
,,,Olivibacter
,,,Aeromicrobium
,,,Rubellimicrobium
,,,Unassigned
,,,Marmoricola
,,,Unassigned
,,,CL500-29_marine_group
,,,Adhaeribacter
,,,Opitutus
,,,Microlunatus
,,,Sporichthya
,,,Unassigned
,,,Nocardioides
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Terrimonas
,,,Herpetosiphon
,,,Aquabacterium
,,,Polycyclovorans
,,,Arcicella
,,,Unassigned
,,,Unassigned
,,,Sphingobacterium
,,,Flavobacterium
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Blastocatella
,,,Unassigned
,,,Unassigned
,,,Brevundimonas
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Reyranella
,,,Acidovorax
,,,Nitrosomonas
,,,Unassigned
,,,Unassigned
,,,Flavisolibacter
,,,Unassigned
,,,Chryseobacterium
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Emticicia
,,,Unassigned
,,,Unassigned
,,,Myxococcus
,,,Ferruginibacter
,,,Flavisolibacter
,,,Unassigned
,,,Unassigned
,,,Lysinimonas
,,,Adhaeribacter
,,,Flavobacterium
,,,Unassigned
,,,Flavobacterium
,,,Actinotalea
,,,Shinella
,,,Unassigned
,,,Nocardioides
,,,Nitrosospira
,,,Flavobacterium
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Pirellula
,,,Fluviicola
,,,Segetibacter
,,,Unassigned
,,,Polycyclovorans
,,,Unassigned
,,,Flavisolibacter
,,,Unassigned
,,,Kitasatospora
,,,Unassigned
,,,Pleomorphomonas
,,,Ornithinimicrobium
,,,Massilia
,,,Unassigned
,,,Unassigned
,,,Pedomicrobium
,,,Unassigned
,,,Unassigned
,,,Mesorhizobium
,,,Unassigned
,,,Unassigned
,,,Microbacterium
,,,Nocardioides
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Cupriavidus
,,,Unassigned
,,,Pseudomonas
,,,Sphingomonas
,,,Unassigned
,,,Chryseobacterium
,,,Unassigned
,,,Rheinheimera
,,,Pseudomonas
,,,Unassigned
,,,Sanguibacter
,,,Unassigned
,,,Unassigned
,,,Paenisporosarcina
,,,Unassigned
,,,Flavobacterium
,,,Arthrobacter
,,,Fluviicola
,,,Blastopirellula
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Phenylobacterium
,,,Unassigned
,,,Chryseobacterium
,,,Rhizobium
,,,Pseudomonas
,,,Pirellula
,,,Unassigned
,,,Lysobacter
,,,Unassigned
,,,Pontibacter
,,,Unassigned
,,,Nibribacter
,,,Ohtaekwangia
,,,Unassigned
,,,Geodermatophilus
,,,Unassigned
,,,Limnobacter
,,,Fluviicola
,,,Pontibacter
,,,Unassigned
,,,Rhizobium
,,,Ohtaekwangia
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Rhizobium
,,,Unassigned
,,,Unassigned
,,,Quadrisphaera
,,,Blastocatella
,,,Unassigned
,,,Chitinophaga
,,,Arthrobacter
,,,Unassigned
,,,Unassigned
,,,Haliangium
,,,Unassigned
,,,Sphingobacterium
,,,Candidatus_Alysiosphaera
,,,Unassigned
,,,Planctomyces
,,,Unassigned
,,,Cellulomonas
,,,Unassigned
,,,Pontibacter
,,,Nocardioides
,,,Unassigned
,,,Nitrospira
,,,Unassigned
,,,Marmoricola
,,,Candidatus_Nitrososphaera
,,,Unassigned
,,,Paenibacillus
,,,Nakamurella
,,,Pirellula
,,,Brevundimonas
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Rheinheimera
,,,Flavitalea
,,,Unassigned
,,,Steroidobacter
,,,Pir4_lineage
,,,Unassigned
,,,Nakamurella
,,,Peredibacter
,,,Bacteriovorax
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Variibacter
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Rhodobacter
,,,Unassigned
,,,Unassigned
,,,Polycyclovorans
,,,Nocardioides
,,,Roseimicrobium
,,,Devosia
,,,Unassigned
,,,Unassigned
,,,Sphingomonas
,,,Novosphingobium
,,,Unassigned
,,,Marmoricola
,,,Unassigned
,,,Unassigned
,,,Rhodococcus
,,,Unassigned
,,,Unassigned
,,,Pseudomonas
,,,Acidibacter
,,,Polycyclovorans
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Segetibacter
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Nordella
,,,Novosphingobium
,,,Paenibacillus
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Bauldia
,,,Unassigned
,,,Flavobacterium
,,,Pseudomonas
,,,Unassigned
,,,Unassigned
,,,Nitriliruptor
,,,Adhaeribacter
,,,Unassigned
,,,Mesorhizobium
,,,Taibaiella
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Chryseobacterium
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Paracocccus
,,,Pseudomonas
,,,Rhodocytophaga
,,,Rubellimicrobium
,,,Alkanindiges
,,,Flavobacterium
,,,Unassigned
,,,Pirellula
,,,Planctomyces
,,,Bdellovibrio
,,,Unassigned
,,,Peredibacter
,,,Pir4_lineage
,,,Unassigned
,,,Altererythrobacter
,,,Flavobacterium
,,,Flavisolibacter
,,,Unassigned
,,,Unassigned
,,,I-8
,,,Bosea
,,,Unassigned
,,,Simiduia
,,,Terribacillus
,,,Unassigned
,,,Planctomyces
,,,Unassigned
,,,Thermomonas
,,,Unassigned
,,,Massilia
,,,Unassigned
,,,Unassigned
,,,Nocardioides
,,,Microvirga
,,,Paenibacillus
,,,Brevundimonas
,,,Acinetobacter
,,,Nitrosomonas
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Sphingomonas
,,,Variibacter
,,,Unassigned
,,,Chthoniobacter
,,,Unassigned
,,,Candidatus_Alysiosphaera
,,,Unassigned
,,,Unassigned
,,,Gaiella
,,,Paenibacillus
,,,Microbacterium
,,,Parvularcula
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Sphingomonas
,,,Cellvibrio
,,,Unassigned
,,,Unassigned
,,,Variibacter
,,,Unassigned
,,,Rheinheimera
,,,Litorilinea
,,,Solirubrobacter
,,,Flavobacterium
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Actinomycetospora
,,,Parasegetibacter
,,,Unassigned
,,,Unassigned
,,,Flavobacterium
,,,Unassigned
,,,Mycobacterium
,,,Nocardioides
,,,Unassigned
,,,Unassigned
,,,Arthrobacter
,,,Pontibacter
,,,Sphingomonas
,,,Unassigned
,,,Sphingomonas
,,,Sphingomonas
,,,Quadrisphaera
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Caenimonas
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Niabella
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Opitutus
,,,Nocardioides
,,,Planctomyces
,,,AKYG587
,,,Unassigned
,,,Gaiella
,,,Candidatus_Nitrososphaera
,,,Rubellimicrobium
,,,Pirellula
,,,Sphingomonas
,,,Herpetosiphon
,,,Nitrospira
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Novosphingobium
,,,Unassigned
,,,Iamia
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Arthrobacter
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Novosphingobium
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Devosia
,,,Unassigned
,,,Unassigned
,,,Nocardioides
,,,Unassigned
,,,Saccharibacillus
,,,Pontibacter
,,,Rhodopirellula
,,,Chthoniobacter
,,,Burkholderia
,,,Unassigned
,,,Woodsholea
,,,Brevundimonas
,,,Unassigned
,,,Quadrisphaera
,,,Unassigned
,,,Rubellimicrobium
,,,Terrabacter
,,,Unassigned
,,,Unassigned
,,,Segetibacter
,,,Unassigned
,,,Flavobacterium
,,,Unassigned
,,,Pseudarcicella
,,,Unassigned
,,,Unassigned
,,,Arcticibacter
,,,Mesorhizobium
,,,Polynucleobacter
,,,Brevundimonas
,,,Unassigned
,,,Unassigned
,,,Novosphingobium
,,,Unassigned
,,,Bacillus
,,,Unassigned
,,,Unassigned
,,,Pedobacter
,,,Unassigned
,,,Unassigned
,,,Rhodopirellula
,,,Unassigned
,,,Promicromonospora
,,,Bacillus
,,,Actinoplanes
,,,Unassigned
,,,Unassigned
,,,Flavisolibacter
,,,Asticcacaulis
,,,Unassigned
,,,Sphingomonas
,,,Unassigned
,,,Adhaeribacter
,,,Paenibacillus
,,,Unassigned
,,,Legionella
,,,Novosphingobium
,,,Unassigned
,,,Planctomyces
,,,Unassigned
,,,Microbacterium
,,,Unassigned
,,,Rathayibacter
,,,Unassigned
,,,Sorangium
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Lysobacter
,,,Rubellimicrobium
,,,Hirschia
,,,Iamia
,,,Unassigned
,,,Litorilinea
,,,Unassigned
,,,Flavisolibacter
,,,Unassigned
,,,Dyadobacter
,,,Unassigned
,,,Opitutus
,,,Rubellimicrobium
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Nocardioides
,,,Fluviicola
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Bacillus
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Sphingomonas
,,,Flavobacterium
,,,Adhaeribacter
,,,Candidatus_Alysiosphaera
,,,Unassigned
,,,Unassigned
,,,Opitutus
,,,Nocardioides
,,,Unassigned
,,,Pseudomonas
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Parapedobacter
,,,Sphingomonas
,,,Schlesneria
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Bacillus
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Pedobacter
,,,Pir4_lineage
,,,Blastocatella
,,,Bryobacter
,,,Pseudomonas
,,,Unassigned
,,,Roseomonas
,,,Peredibacter
,,,Massilia
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Blastocatella
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Dyadobacter
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Nocardioides
,,,Unassigned
,,,Polycyclovorans
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Rubrivirga
,,,Unassigned
,,,Unassigned
,,,Planctomyces
,,,Mycobacterium
,,,Unassigned
,,,Pseudomonas
,,,Unassigned
,,,Adhaeribacter
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Pseudomonas
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Cellulosimicrobium
,,,Desertibacter
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,GKS98_freshwater_group
,,,Pedomicrobium
,,,Unassigned
,,,Unassigned
,,,Roseomonas
,,,Unassigned
,,,Chitinophaga
,,,Unassigned
,,,Pir4_lineage
,,,Unassigned
,,,Bacillus
,,,Chryseobacterium
,,,Unassigned
,,,Pseudolabrys
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Rhodococcus
,,,Ohtaekwangia
,,,Peredibacter
,,,Arthrobacter
,,,Unassigned
,,,Pseudoxanthomonas
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Nibribacter
,,,Chitinophaga
,,,Arcticibacter
,,,Brevundimonas
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Saccharibacillus
,,,Nocardioides
,,,Pontibacter
,,,Unassigned
,,,Mycobacterium
,,,Leucobacter
,,,Unassigned
,,,Unassigned
,,,Pseudonocardia
,,,Unassigned
,,,Dyadobacter
,,,Unassigned
,,,Polycyclovorans
,,,Unassigned
,,,Unassigned
,,,Novosphingobium
,,,Segetibacter
,,,Fontimonas
,,,Unassigned
,,,Rhizobium
,,,Unassigned
,,,Pedobacter
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Truepera
,,,Pseudomonas
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Unassigned
,,,Pir4_lineage
,,,Adhaeribacter
