Source,Target,Type,Id,Label,Weight
ASV1,ASV1,Undirected,59502,,1
ASV1,ASV199,Undirected,59503,,-1.437062
ASV1,ASV2008,Undirected,59504,,1.414201
ASV1,ASV2771,Undirected,59505,,1.462258
ASV1,ASV3570,Undirected,59506,,-1.554385
ASV1,ASV413,Undirected,59507,,-1.619969
ASV1,ASV433,Undirected,59508,,1.447398
ASV1,ASV5848,Undirected,59509,,1.467154
ASV1,ASV624,Undirected,59510,,-1.425981
ASV1,ASV634,Undirected,59511,,1.753882
ASV1,ASV70,Undirected,59512,,1.698919
ASV10,ASV10,Undirected,59513,,1
ASV10,ASV134,Undirected,59514,,-1.444963
ASV10,ASV2291,Undirected,59515,,1.457007
ASV10,ASV3,Undirected,59516,,1.888545
ASV10,ASV30,Undirected,59517,,1.628483
ASV10,ASV3754,Undirected,59518,,1.471742
ASV10,ASV39,Undirected,59519,,1.460745
ASV10,ASV4085,Undirected,59520,,1.830368
ASV10,ASV49,Undirected,59521,,1.632611
ASV10,ASV860,Undirected,59522,,1.496902
ASV100,ASV100,Undirected,59523,,1
ASV100,ASV102,Undirected,59524,,1.601465
ASV100,ASV107,Undirected,59525,,1.515351
ASV100,ASV108,Undirected,59526,,1.657656
ASV100,ASV110,Undirected,59527,,1.448618
ASV100,ASV111,Undirected,59528,,1.704954
ASV100,ASV114,Undirected,59529,,1.568038
ASV100,ASV116,Undirected,59530,,-1.486499
ASV100,ASV117,Undirected,59531,,1.439133
ASV100,ASV1198,Undirected,59532,,-1.41509
ASV100,ASV122,Undirected,59533,,1.522716
ASV100,ASV13,Undirected,59534,,1.436156
ASV100,ASV14,Undirected,59535,,-1.444756
ASV100,ASV15,Undirected,59536,,1.510666
ASV100,ASV165,Undirected,59537,,1.462214
ASV100,ASV18,Undirected,59538,,-1.500803
ASV100,ASV194,Undirected,59539,,1.450868
ASV100,ASV206,Undirected,59540,,1.500522
ASV100,ASV220,Undirected,59541,,1.540388
ASV100,ASV225,Undirected,59542,,-1.533277
ASV100,ASV229,Undirected,59543,,1.59149
ASV100,ASV237,Undirected,59544,,1.441378
ASV100,ASV24,Undirected,59545,,1.470146
ASV100,ASV252,Undirected,59546,,1.61332
ASV100,ASV266,Undirected,59547,,-1.466949
ASV100,ASV277,Undirected,59548,,-1.426787
ASV100,ASV288,Undirected,59549,,-1.443295
ASV100,ASV32,Undirected,59550,,1.421922
ASV100,ASV327,Undirected,59551,,1.49612
ASV100,ASV344,Undirected,59552,,1.586511
ASV100,ASV36,Undirected,59553,,1.434821
ASV100,ASV3732,Undirected,59554,,-1.611035
ASV100,ASV38,Undirected,59555,,1.465514
ASV100,ASV4134,Undirected,59556,,-1.711461
ASV100,ASV436,Undirected,59557,,-1.724108
ASV100,ASV451,Undirected,59558,,1.609995
ASV100,ASV51,Undirected,59559,,-1.471325
ASV100,ASV529,Undirected,59560,,-1.575702
ASV100,ASV56,Undirected,59561,,1.67794
ASV100,ASV61,Undirected,59562,,1.462591
ASV100,ASV62,Undirected,59563,,1.486386
ASV100,ASV624,Undirected,59564,,1.551732
ASV100,ASV681,Undirected,59565,,1.451045
ASV100,ASV74,Undirected,59566,,1.561576
ASV100,ASV781,Undirected,59567,,-1.457111
ASV100,ASV80,Undirected,59568,,1.527539
ASV100,ASV810,Undirected,59569,,1.448385
ASV100,ASV828,Undirected,59570,,-1.431253
ASV100,ASV850,Undirected,59571,,1.49767
ASV100,ASV854,Undirected,59572,,1.463289
ASV100,ASV87,Undirected,59573,,1.600441
ASV100,ASV93,Undirected,59574,,1.58755
ASV1002,ASV1002,Undirected,59575,,1
ASV1002,ASV1595,Undirected,59576,,-1.476872
ASV1002,ASV7,Undirected,59577,,-1.468935
ASV1005,ASV1005,Undirected,59578,,1
ASV1005,ASV390,Undirected,59579,,1.503165
ASV1005,ASV554,Undirected,59580,,1.473853
ASV1007,ASV1007,Undirected,59581,,1
ASV1007,ASV1024,Undirected,59582,,-1.518175
ASV1007,ASV113,Undirected,59583,,1.422353
ASV1007,ASV117,Undirected,59584,,1.414159
ASV1007,ASV1251,Undirected,59585,,-1.421594
ASV1007,ASV150,Undirected,59586,,1.441349
ASV1007,ASV1730,Undirected,59587,,-1.477361
ASV1007,ASV175,Undirected,59588,,1.427849
ASV1007,ASV187,Undirected,59589,,1.741318
ASV1007,ASV196,Undirected,59590,,1.443133
ASV1007,ASV197,Undirected,59591,,1.4556
ASV1007,ASV216,Undirected,59592,,1.629344
ASV1007,ASV2361,Undirected,59593,,1.504232
ASV1007,ASV237,Undirected,59594,,1.426787
ASV1007,ASV27,Undirected,59595,,1.552698
ASV1007,ASV276,Undirected,59596,,1.44792
ASV1007,ASV31,Undirected,59597,,1.422786
ASV1007,ASV32,Undirected,59598,,1.465514
ASV1007,ASV363,Undirected,59599,,1.556147
ASV1007,ASV37,Undirected,59600,,1.720688
ASV1007,ASV4,Undirected,59601,,1.600441
ASV1007,ASV404,Undirected,59602,,1.414099
ASV1007,ASV41,Undirected,59603,,1.62619
ASV1007,ASV44,Undirected,59604,,1.530654
ASV1007,ASV445,Undirected,59605,,1.451156
ASV1007,ASV48,Undirected,59606,,1.593999
ASV1007,ASV5,Undirected,59607,,1.749899
ASV1007,ASV54,Undirected,59608,,1.612896
ASV1007,ASV5687,Undirected,59609,,1.453786
ASV1007,ASV57,Undirected,59610,,1.696642
ASV1007,ASV655,Undirected,59611,,-1.462422
ASV1007,ASV702,Undirected,59612,,1.412706
ASV1007,ASV74,Undirected,59613,,1.456639
ASV1007,ASV741,Undirected,59614,,-1.58492
ASV1007,ASV79,Undirected,59615,,1.443879
ASV1007,ASV856,Undirected,59616,,-1.518501
ASV1007,ASV9,Undirected,59617,,1.602517
ASV1007,ASV955,Undirected,59618,,-1.433333
ASV1007,ASV96,Undirected,59619,,1.443295
ASV101,ASV101,Undirected,59620,,1
ASV101,ASV1269,Undirected,59621,,-1.524723
ASV1013,ASV1007,Undirected,59622,,0.654378
ASV1013,ASV1013,Undirected,59623,,1
ASV1013,ASV170,Undirected,59624,,1.434721
ASV1013,ASV702,Undirected,59625,,1.729464
ASV1013,ASV741,Undirected,59626,,-1.511286
ASV1015,ASV1015,Undirected,59627,,1
ASV1015,ASV966,Undirected,59628,,-1.462254
ASV1017,ASV100,Undirected,59629,,0.705524
ASV1017,ASV1017,Undirected,59630,,1
ASV1017,ASV102,Undirected,59631,,1.45898
ASV1017,ASV108,Undirected,59632,,1.443281
ASV1017,ASV111,Undirected,59633,,1.560169
ASV1017,ASV114,Undirected,59634,,1.613674
ASV1017,ASV117,Undirected,59635,,1.570967
ASV1017,ASV122,Undirected,59636,,1.461155
ASV1017,ASV1298,Undirected,59637,,-1.536236
ASV1017,ASV150,Undirected,59638,,1.55414
ASV1017,ASV172,Undirected,59639,,1.419718
ASV1017,ASV175,Undirected,59640,,1.420451
ASV1017,ASV1838,Undirected,59641,,-1.428608
ASV1017,ASV2155,Undirected,59642,,1.485952
ASV1017,ASV220,Undirected,59643,,1.453918
ASV1017,ASV229,Undirected,59644,,1.471061
ASV1017,ASV24,Undirected,59645,,1.42223
ASV1017,ASV273,Undirected,59646,,1.443877
ASV1017,ASV31,Undirected,59647,,1.439394
ASV1017,ASV327,Undirected,59648,,1.48284
ASV1017,ASV363,Undirected,59649,,1.601752
ASV1017,ASV37,Undirected,59650,,1.445518
ASV1017,ASV3732,Undirected,59651,,-1.588983
ASV1017,ASV4,Undirected,59652,,1.490704
ASV1017,ASV459,Undirected,59653,,-1.450242
ASV1017,ASV488,Undirected,59654,,-1.418211
ASV1017,ASV5,Undirected,59655,,1.455211
ASV1017,ASV514,Undirected,59656,,1.442685
ASV1017,ASV56,Undirected,59657,,1.607193
ASV1017,ASV571,Undirected,59658,,1.435953
ASV1017,ASV5744,Undirected,59659,,1.488835
ASV1017,ASV61,Undirected,59660,,1.53902
ASV1017,ASV660,Undirected,59661,,-1.419219
ASV1017,ASV677,Undirected,59662,,1.416849
ASV1017,ASV681,Undirected,59663,,1.54955
ASV1017,ASV732,Undirected,59664,,1.433542
ASV1017,ASV74,Undirected,59665,,1.41805
ASV1017,ASV781,Undirected,59666,,-1.558869
ASV1017,ASV810,Undirected,59667,,1.442089
ASV1017,ASV82,Undirected,59668,,1.53534
ASV1017,ASV850,Undirected,59669,,1.575054
ASV1017,ASV96,Undirected,59670,,1.437001
ASV102,ASV1,Undirected,59671,,-0.607348
ASV102,ASV102,Undirected,59674,,1
ASV102,ASV106,Undirected,59675,,1.502684
ASV102,ASV111,Undirected,59676,,1.572244
ASV102,ASV117,Undirected,59677,,1.518672
ASV102,ASV1217,Undirected,59678,,-1.713189
ASV102,ASV13,Undirected,59679,,1.471018
ASV102,ASV194,Undirected,59680,,1.478486
ASV102,ASV229,Undirected,59681,,1.492229
ASV102,ASV237,Undirected,59682,,1.468054
ASV102,ASV24,Undirected,59683,,1.493528
ASV102,ASV288,Undirected,59684,,-1.451245
ASV102,ASV3570,Undirected,59685,,1.434081
ASV102,ASV436,Undirected,59686,,-1.495589
ASV102,ASV451,Undirected,59687,,1.416278
ASV102,ASV5511,Undirected,59688,,-1.460798
ASV102,ASV56,Undirected,59689,,1.500779
ASV102,ASV600,Undirected,59690,,-1.415336
ASV102,ASV61,Undirected,59691,,1.41969
ASV102,ASV634,Undirected,59692,,-1.531364
ASV102,ASV781,Undirected,59693,,-1.527194
ASV102,ASV850,Undirected,59694,,1.670067
ASV102,ASV90,Undirected,59695,,1.576387
ASV102,ASV93,Undirected,59696,,1.485243
ASV1020,ASV1020,Undirected,59697,,1
ASV1024,ASV1024,Undirected,59699,,1
ASV1024,ASV155,Undirected,59700,,-1.501272
ASV1024,ASV485,Undirected,59701,,-1.415501
ASV1024,ASV553,Undirected,59702,,-1.560231
ASV1026,ASV1026,Undirected,59703,,1
ASV1026,ASV1740,Undirected,59704,,1.423784
ASV1026,ASV192,Undirected,59705,,1.434601
ASV1026,ASV207,Undirected,59706,,1.466329
ASV1026,ASV219,Undirected,59707,,1.47832
ASV1026,ASV25,Undirected,59708,,-1.485225
ASV1026,ASV260,Undirected,59709,,1.555284
ASV1026,ASV297,Undirected,59710,,1.469
ASV1026,ASV36,Undirected,59711,,-1.590268
ASV1026,ASV369,Undirected,59712,,1.549004
ASV1026,ASV3752,Undirected,59713,,1.464037
ASV1026,ASV456,Undirected,59714,,1.447344
ASV1026,ASV459,Undirected,59715,,1.572189
ASV1026,ASV531,Undirected,59716,,1.5341
ASV1026,ASV732,Undirected,59717,,-1.538402
ASV1026,ASV85,Undirected,59718,,1.438665
ASV1026,ASV881,Undirected,59719,,1.549159
ASV1026,ASV92,Undirected,59720,,1.520217
ASV1026,ASV95,Undirected,59721,,1.450166
ASV1026,ASV96,Undirected,59722,,-1.670231
ASV1027,ASV102,Undirected,59723,,-0.674541
ASV1027,ASV1027,Undirected,59724,,1
ASV1027,ASV600,Undirected,59725,,1.47227
ASV103,ASV1007,Undirected,59726,,0.678295
ASV103,ASV1026,Undirected,59727,,-0.673154
ASV103,ASV103,Undirected,59728,,1
ASV103,ASV1251,Undirected,59729,,-1.523397
ASV103,ASV159,Undirected,59730,,-1.426791
ASV103,ASV187,Undirected,59731,,1.546117
ASV103,ASV196,Undirected,59732,,1.484977
ASV103,ASV228,Undirected,59733,,-1.448421
ASV103,ASV36,Undirected,59734,,1.553371
ASV103,ASV4,Undirected,59735,,1.422367
ASV103,ASV5,Undirected,59736,,1.48655
ASV103,ASV515,Undirected,59737,,1.598758
ASV103,ASV732,Undirected,59738,,1.466398
ASV103,ASV80,Undirected,59739,,1.497675
ASV103,ASV856,Undirected,59740,,-1.600832
ASV103,ASV9,Undirected,59741,,1.507254
ASV103,ASV92,Undirected,59742,,-1.453889
ASV103,ASV95,Undirected,59743,,-1.462179
ASV1030,ASV1030,Undirected,59744,,1
ASV1030,ASV1069,Undirected,59745,,1.545034
ASV1030,ASV13,Undirected,59746,,-1.422066
ASV1030,ASV1730,Undirected,59747,,1.562824
ASV1030,ASV183,Undirected,59748,,1.496101
ASV1030,ASV184,Undirected,59749,,-1.508044
ASV1030,ASV227,Undirected,59750,,-1.655244
ASV1030,ASV233,Undirected,59751,,1.483101
ASV1030,ASV263,Undirected,59752,,-1.428721
ASV1030,ASV273,Undirected,59753,,-1.456715
ASV1030,ASV276,Undirected,59754,,-1.460779
ASV1030,ASV293,Undirected,59755,,-1.457944
ASV1030,ASV32,Undirected,59756,,-1.494831
ASV1030,ASV38,Undirected,59757,,-1.59007
ASV1030,ASV41,Undirected,59758,,-1.575355
ASV1030,ASV463,Undirected,59759,,-1.43124
ASV1030,ASV57,Undirected,59760,,-1.561661
ASV1030,ASV71,Undirected,59761,,-1.49069
ASV1030,ASV73,Undirected,59762,,-1.430945
ASV1030,ASV763,Undirected,59763,,-1.559189
ASV1030,ASV941,Undirected,59764,,-1.552884
ASV1032,ASV1032,Undirected,59765,,1
ASV1032,ASV1840,Undirected,59766,,1.444563
ASV1032,ASV1852,Undirected,59767,,1.50692
ASV1032,ASV500,Undirected,59768,,1.575682
ASV1032,ASV67,Undirected,59769,,1.616985
ASV1032,ASV770,Undirected,59770,,1.443576
ASV1036,ASV1036,Undirected,59771,,1
ASV1036,ASV1051,Undirected,59772,,1.51243
ASV1036,ASV1232,Undirected,59773,,-1.419619
ASV1036,ASV1273,Undirected,59774,,1.471878
ASV1038,ASV1038,Undirected,59775,,1
ASV1038,ASV1738,Undirected,59776,,1.519928
ASV1038,ASV344,Undirected,59777,,-1.450675
ASV1038,ASV349,Undirected,59778,,1.501864
ASV1038,ASV95,Undirected,59779,,1.433757
ASV104,ASV104,Undirected,59780,,1
ASV104,ASV15,Undirected,59781,,1.641087
ASV104,ASV248,Undirected,59782,,-1.618703
ASV104,ASV625,Undirected,59783,,1.478027
ASV1042,ASV10,Undirected,59784,,-0.605148
ASV1042,ASV1042,Undirected,59785,,1
ASV1042,ASV346,Undirected,59786,,-1.423332
ASV105,ASV105,Undirected,59787,,1
ASV105,ASV1161,Undirected,59788,,-1.454275
ASV1051,ASV1051,Undirected,59790,,1
ASV1051,ASV146,Undirected,59791,,-1.514169
ASV1051,ASV2290,Undirected,59792,,1.503113
ASV1051,ASV242,Undirected,59793,,1.42936
ASV1051,ASV548,Undirected,59794,,1.519178
ASV1051,ASV727,Undirected,59795,,-1.439794
ASV1051,ASV76,Undirected,59796,,1.475752
ASV1059,ASV1017,Undirected,59797,,0.61725
ASV1059,ASV1059,Undirected,59798,,1
ASV1059,ASV1907,Undirected,59799,,-1.518373
ASV1059,ASV488,Undirected,59800,,-1.551598
ASV1059,ASV585,Undirected,59801,,-1.436277
ASV106,ASV100,Undirected,59802,,0.697493
ASV106,ASV106,Undirected,59804,,1
ASV106,ASV113,Undirected,59805,,1.438665
ASV106,ASV1198,Undirected,59806,,-1.4251
ASV106,ASV123,Undirected,59807,,1.422118
ASV106,ASV13,Undirected,59808,,1.477632
ASV106,ASV1428,Undirected,59809,,-1.470748
ASV106,ASV194,Undirected,59810,,1.551097
ASV106,ASV24,Undirected,59811,,1.436574
ASV106,ASV3570,Undirected,59812,,1.422775
ASV106,ASV475,Undirected,59813,,1.465327
ASV106,ASV591,Undirected,59814,,1.41432
ASV106,ASV655,Undirected,59815,,-1.491626
ASV106,ASV850,Undirected,59816,,1.510312
ASV106,ASV90,Undirected,59817,,1.451211
ASV1066,ASV1066,Undirected,59818,,1
ASV1066,ASV3236,Undirected,59819,,1.540125
ASV1066,ASV5848,Undirected,59820,,-1.509709
ASV1069,ASV1007,Undirected,59821,,-0.681628
ASV1069,ASV1024,Undirected,59822,,0.653674
ASV1069,ASV1069,Undirected,59824,,1
ASV1069,ASV1269,Undirected,59825,,1.413882
ASV1069,ASV13,Undirected,59826,,-1.617883
ASV1069,ASV159,Undirected,59827,,1.453415
ASV1069,ASV1730,Undirected,59828,,1.635612
ASV1069,ASV184,Undirected,59829,,-1.466188
ASV1069,ASV194,Undirected,59830,,-1.426947
ASV1069,ASV197,Undirected,59831,,-1.588589
ASV1069,ASV199,Undirected,59832,,-1.466511
ASV1069,ASV220,Undirected,59833,,-1.419491
ASV1069,ASV229,Undirected,59834,,-1.457393
ASV1069,ASV24,Undirected,59835,,-1.491964
ASV1069,ASV247,Undirected,59836,,-1.475992
ASV1069,ASV25,Undirected,59837,,-1.471742
ASV1069,ASV273,Undirected,59838,,-1.533277
ASV1069,ASV276,Undirected,59839,,-1.50417
ASV1069,ASV277,Undirected,59840,,1.538303
ASV1069,ASV32,Undirected,59841,,-1.706307
ASV1069,ASV3347,Undirected,59842,,1.432447
ASV1069,ASV38,Undirected,59843,,-1.432302
ASV1069,ASV403,Undirected,59844,,-1.445431
ASV1069,ASV463,Undirected,59845,,-1.707605
ASV1069,ASV5,Undirected,59846,,-1.465514
ASV1069,ASV501,Undirected,59847,,1.545034
ASV1069,ASV57,Undirected,59848,,-1.618719
ASV1069,ASV59,Undirected,59849,,-1.54647
ASV1069,ASV641,Undirected,59850,,-1.533492
ASV1069,ASV71,Undirected,59851,,-1.554774
ASV1069,ASV74,Undirected,59852,,-1.561576
ASV1069,ASV752,Undirected,59853,,1.440962
ASV1069,ASV771,Undirected,59854,,-1.493737
ASV1069,ASV79,Undirected,59855,,-1.639307
ASV1069,ASV828,Undirected,59856,,1.418753
ASV1069,ASV9,Undirected,59857,,-1.46759
ASV1069,ASV90,Undirected,59858,,-1.539757
ASV1069,ASV941,Undirected,59859,,-1.527235
ASV107,ASV1017,Undirected,59861,,0.689884
ASV107,ASV106,Undirected,59862,,0.622218
ASV107,ASV1069,Undirected,59863,,-0.656791
ASV107,ASV107,Undirected,59864,,1
ASV107,ASV108,Undirected,59865,,1.456714
ASV107,ASV111,Undirected,59866,,1.535197
ASV107,ASV114,Undirected,59867,,1.605796
ASV107,ASV115,Undirected,59868,,1.425169
ASV107,ASV117,Undirected,59869,,1.639192
ASV107,ASV122,Undirected,59870,,1.822076
ASV107,ASV123,Undirected,59871,,1.519566
ASV107,ASV1243,Undirected,59872,,-1.460784
ASV107,ASV1298,Undirected,59873,,-1.416699
ASV107,ASV13,Undirected,59874,,1.589241
ASV107,ASV1358,Undirected,59875,,-1.434566
ASV107,ASV14,Undirected,59876,,-1.544988
ASV107,ASV1492,Undirected,59877,,-1.500259
ASV107,ASV150,Undirected,59878,,1.434042
ASV107,ASV158,Undirected,59879,,-1.599588
ASV107,ASV170,Undirected,59880,,1.525143
ASV107,ASV175,Undirected,59881,,1.451631
ASV107,ASV18,Undirected,59882,,-1.635991
ASV107,ASV180,Undirected,59883,,1.456131
ASV107,ASV194,Undirected,59884,,1.463212
ASV107,ASV216,Undirected,59885,,1.575151
ASV107,ASV220,Undirected,59886,,1.564905
ASV107,ASV225,Undirected,59887,,-1.417918
ASV107,ASV226,Undirected,59888,,1.480023
ASV107,ASV231,Undirected,59889,,-1.497157
ASV107,ASV2383,Undirected,59890,,-1.568605
ASV107,ASV24,Undirected,59891,,1.567289
ASV107,ASV248,Undirected,59892,,-1.453603
ASV107,ASV263,Undirected,59893,,1.467634
ASV107,ASV273,Undirected,59894,,1.5826
ASV107,ASV276,Undirected,59895,,1.564091
ASV107,ASV277,Undirected,59896,,-1.494292
ASV107,ASV29,Undirected,59897,,-1.592133
ASV107,ASV31,Undirected,59898,,1.612435
ASV107,ASV327,Undirected,59899,,1.458593
ASV107,ASV3327,Undirected,59900,,1.415036
ASV107,ASV335,Undirected,59901,,-1.573593
ASV107,ASV35,Undirected,59902,,-1.413349
ASV107,ASV36,Undirected,59903,,1.517599
ASV107,ASV363,Undirected,59904,,1.517349
ASV107,ASV37,Undirected,59905,,1.459909
ASV107,ASV3732,Undirected,59906,,-1.756477
ASV107,ASV38,Undirected,59907,,1.555329
ASV107,ASV436,Undirected,59908,,-1.48859
ASV107,ASV5,Undirected,59909,,1.513964
ASV107,ASV51,Undirected,59910,,-1.58546
ASV107,ASV516,Undirected,59911,,1.421746
ASV107,ASV529,Undirected,59912,,-1.528576
ASV107,ASV56,Undirected,59913,,1.70497
ASV107,ASV571,Undirected,59914,,1.560361
ASV107,ASV59,Undirected,59915,,1.571875
ASV107,ASV61,Undirected,59916,,1.627136
ASV107,ASV637,Undirected,59917,,1.48468
ASV107,ASV681,Undirected,59918,,1.705243
ASV107,ASV71,Undirected,59919,,1.451916
ASV107,ASV732,Undirected,59920,,1.439891
ASV107,ASV733,Undirected,59921,,1.51327
ASV107,ASV74,Undirected,59922,,1.557972
ASV107,ASV79,Undirected,59923,,1.520456
ASV107,ASV80,Undirected,59924,,1.430938
ASV107,ASV810,Undirected,59925,,1.54494
ASV107,ASV82,Undirected,59926,,1.579929
ASV107,ASV828,Undirected,59927,,-1.510121
ASV107,ASV9,Undirected,59928,,1.501554
ASV107,ASV96,Undirected,59929,,1.630897
ASV1070,ASV1070,Undirected,59930,,1
ASV1071,ASV1002,Undirected,59931,,0.636128
ASV1071,ASV1071,Undirected,59932,,1
ASV1073,ASV1073,Undirected,59933,,1
ASV1073,ASV237,Undirected,59934,,-1.457341
ASV1073,ASV451,Undirected,59935,,-1.497184
ASV108,ASV102,Undirected,59938,,0.621369
ASV108,ASV1038,Undirected,59939,,-0.602564
ASV108,ASV108,Undirected,59941,,1
ASV108,ASV111,Undirected,59942,,1.618852
ASV108,ASV114,Undirected,59943,,1.687374
ASV108,ASV117,Undirected,59944,,1.53112
ASV108,ASV122,Undirected,59945,,1.672057
ASV108,ASV125,Undirected,59946,,-1.593783
ASV108,ASV158,Undirected,59947,,-1.491722
ASV108,ASV164,Undirected,59948,,-1.443813
ASV108,ASV165,Undirected,59949,,1.725731
ASV108,ASV170,Undirected,59950,,1.439834
ASV108,ASV1781,Undirected,59951,,-1.596262
ASV108,ASV195,Undirected,59952,,1.425311
ASV108,ASV216,Undirected,59953,,1.490922
ASV108,ASV225,Undirected,59954,,-1.581348
ASV108,ASV229,Undirected,59955,,1.613472
ASV108,ASV237,Undirected,59956,,1.539742
ASV108,ASV24,Undirected,59957,,1.5101
ASV108,ASV252,Undirected,59958,,1.470467
ASV108,ASV260,Undirected,59959,,-1.64956
ASV108,ASV261,Undirected,59960,,-1.53368
ASV108,ASV271,Undirected,59961,,-1.69159
ASV108,ASV277,Undirected,59962,,-1.509612
ASV108,ASV288,Undirected,59963,,-1.574689
ASV108,ASV295,Undirected,59964,,-1.554405
ASV108,ASV31,Undirected,59965,,1.710731
ASV108,ASV310,Undirected,59966,,-1.563052
ASV108,ASV33,Undirected,59967,,1.588388
ASV108,ASV335,Undirected,59968,,-1.475554
ASV108,ASV344,Undirected,59969,,1.719319
ASV108,ASV349,Undirected,59970,,-1.49195
ASV108,ASV35,Undirected,59971,,-1.650107
ASV108,ASV36,Undirected,59972,,1.678925
ASV108,ASV363,Undirected,59973,,1.559586
ASV108,ASV37,Undirected,59974,,1.556939
ASV108,ASV3732,Undirected,59975,,-1.449456
ASV108,ASV3752,Undirected,59976,,-1.557146
ASV108,ASV38,Undirected,59977,,1.456808
ASV108,ASV384,Undirected,59978,,-1.492982
ASV108,ASV398,Undirected,59979,,-1.496112
ASV108,ASV4134,Undirected,59980,,-1.639179
ASV108,ASV436,Undirected,59981,,-1.570317
ASV108,ASV451,Undirected,59982,,1.547953
ASV108,ASV459,Undirected,59983,,-1.417564
ASV108,ASV5,Undirected,59984,,1.589245
ASV108,ASV51,Undirected,59985,,-1.455305
ASV108,ASV514,Undirected,59986,,1.484944
ASV108,ASV529,Undirected,59987,,-1.735391
ASV108,ASV56,Undirected,59988,,1.654067
ASV108,ASV571,Undirected,59989,,1.511012
ASV108,ASV59,Undirected,59990,,1.438184
ASV108,ASV6,Undirected,59991,,-1.460946
ASV108,ASV61,Undirected,59992,,1.547151
ASV108,ASV627,Undirected,59993,,-1.431427
ASV108,ASV655,Undirected,59994,,-1.452661
ASV108,ASV68,Undirected,59995,,1.414331
ASV108,ASV681,Undirected,59996,,1.558672
ASV108,ASV707,Undirected,59997,,-1.471391
ASV108,ASV71,Undirected,59998,,1.415421
ASV108,ASV732,Undirected,59999,,1.520846
ASV108,ASV74,Undirected,60000,,1.543244
ASV108,ASV79,Undirected,60001,,1.490156
ASV108,ASV80,Undirected,60002,,1.792964
ASV108,ASV810,Undirected,60003,,1.641376
ASV108,ASV82,Undirected,60004,,1.55901
ASV108,ASV828,Undirected,60005,,-1.640707
ASV108,ASV85,Undirected,60006,,-1.43967
ASV108,ASV854,Undirected,60007,,1.486351
ASV108,ASV856,Undirected,60008,,-1.534547
ASV108,ASV87,Undirected,60009,,1.686503
ASV108,ASV9,Undirected,60010,,1.620285
ASV108,ASV92,Undirected,60011,,-1.700675
ASV108,ASV927,Undirected,60012,,1.545847
ASV108,ASV938,Undirected,60013,,1.687298
ASV108,ASV95,Undirected,60014,,-1.671675
ASV108,ASV96,Undirected,60015,,1.651452
ASV109,ASV109,Undirected,60016,,1
ASV109,ASV3089,Undirected,60017,,-1.509656
ASV109,ASV568,Undirected,60018,,-1.633354
ASV1092,ASV1032,Undirected,60019,,-0.659954
ASV1092,ASV1092,Undirected,60020,,1
ASV1092,ASV1229,Undirected,60021,,-1.436744
ASV1092,ASV2223,Undirected,60022,,1.615775
ASV1092,ASV727,Undirected,60023,,1.525428
ASV1093,ASV1038,Undirected,60024,,0.630272
ASV1093,ASV1093,Undirected,60025,,1
ASV1093,ASV125,Undirected,60026,,1.550719
ASV1093,ASV219,Undirected,60027,,1.41459
ASV1093,ASV310,Undirected,60028,,1.569799
ASV1093,ASV334,Undirected,60029,,1.518477
ASV1093,ASV349,Undirected,60030,,1.663194
ASV1093,ASV398,Undirected,60031,,1.489087
ASV1093,ASV447,Undirected,60032,,1.420858
ASV1093,ASV458,Undirected,60033,,1.482457
ASV1093,ASV528,Undirected,60034,,1.58664
ASV1093,ASV557,Undirected,60035,,-1.442006
ASV1093,ASV6,Undirected,60036,,1.462126
ASV1093,ASV708,Undirected,60037,,1.482995
ASV1093,ASV775,Undirected,60038,,1.622925
ASV1093,ASV876,Undirected,60039,,1.498243
ASV1093,ASV95,Undirected,60040,,1.470914
ASV1093,ASV983,Undirected,60041,,1.502089
ASV1093,ASV995,Undirected,60042,,1.582637
ASV11,ASV1092,Undirected,60043,,-0.610687
ASV11,ASV11,Undirected,60044,,1
ASV11,ASV151,Undirected,60045,,-1.522842
ASV11,ASV2208,Undirected,60046,,-1.458526
ASV11,ASV254,Undirected,60047,,1.44853
ASV11,ASV2572,Undirected,60048,,-1.415838
ASV11,ASV3207,Undirected,60049,,-1.518101
ASV11,ASV478,Undirected,60050,,-1.455494
ASV110,ASV102,Undirected,60052,,0.688925
ASV110,ASV107,Undirected,60053,,0.637869
ASV110,ASV110,Undirected,60054,,1
ASV110,ASV111,Undirected,60055,,1.553489
ASV110,ASV15,Undirected,60056,,1.455297
ASV110,ASV18,Undirected,60057,,-1.600413
ASV110,ASV191,Undirected,60058,,1.429799
ASV110,ASV220,Undirected,60059,,1.437023
ASV110,ASV226,Undirected,60060,,1.478764
ASV110,ASV258,Undirected,60061,,1.435368
ASV110,ASV288,Undirected,60062,,-1.467912
ASV110,ASV4134,Undirected,60063,,-1.468765
ASV110,ASV579,Undirected,60064,,-1.508487
ASV110,ASV62,Undirected,60065,,1.573583
ASV110,ASV623,Undirected,60066,,-1.433622
ASV110,ASV681,Undirected,60067,,1.422805
ASV111,ASV1026,Undirected,60071,,-0.643008
ASV111,ASV1069,Undirected,60072,,-0.629617
ASV111,ASV111,Undirected,60076,,1
ASV111,ASV114,Undirected,60077,,1.537985
ASV111,ASV117,Undirected,60078,,1.752462
ASV111,ASV1217,Undirected,60079,,-1.432291
ASV111,ASV122,Undirected,60080,,1.621644
ASV111,ASV125,Undirected,60081,,-1.454734
ASV111,ASV13,Undirected,60082,,1.593799
