Source,Target,Type,Id,Label,timeset,Weight
ASV1275,ASV1002,Undirected,1705,,,-0.612193
ASV1275,ASV1013,Undirected,1706,,,0.613747
ASV1275,ASV1141,Undirected,1707,,,0.671203
ASV1275,ASV122,Undirected,1708,,,0.639255
ASV1275,ASV1243,Undirected,1709,,,-0.700625
ASV1275,ASV1275,Undirected,1710,,,1
ASV1275,ASV37,Undirected,1711,,,1.416152
ASV1275,ASV4,Undirected,1712,,,1.458877
ASV1275,ASV48,Undirected,1713,,,1.562115
ASV1277,ASV1202,Undirected,1714,,,0.641213
ASV1277,ASV1210,Undirected,1715,,,-0.641723
ASV1277,ASV1221,Undirected,1716,,,0.604037
ASV1277,ASV1277,Undirected,1717,,,1
ASV1277,ASV2066,Undirected,1718,,,1.627787
ASV1277,ASV488,Undirected,1719,,,1.582956
ASV1277,ASV707,Undirected,1720,,,1.435661
ASV128,ASV128,Undirected,1721,,,1
ASV1286,ASV1013,Undirected,1722,,,-0.605686
ASV1286,ASV1026,Undirected,1723,,,0.641232
ASV1286,ASV107,Undirected,1724,,,-0.636986
ASV1286,ASV113,Undirected,1725,,,-0.680357
ASV1286,ASV122,Undirected,1726,,,-0.644912
ASV1286,ASV123,Undirected,1727,,,-0.634843
ASV1286,ASV1275,Undirected,1728,,,-0.67669
ASV1286,ASV1286,Undirected,1729,,,1
ASV1286,ASV135,Undirected,1730,,,-1.52111
ASV1286,ASV164,Undirected,1731,,,1.454013
ASV1286,ASV167,Undirected,1732,,,-1.575398
ASV1286,ASV180,Undirected,1733,,,-1.46399
ASV1286,ASV2026,Undirected,1734,,,-1.468587
ASV1286,ASV231,Undirected,1735,,,1.522415
ASV1286,ASV244,Undirected,1736,,,-1.613979
ASV1286,ASV2511,Undirected,1737,,,1.424488
ASV1286,ASV273,Undirected,1738,,,-1.514551
ASV1286,ASV430,Undirected,1739,,,1.506651
ASV1286,ASV566,Undirected,1740,,,1.422793
ASV1286,ASV708,Undirected,1741,,,1.52088
ASV1292,ASV1026,Undirected,1742,,,0.672141
ASV1292,ASV104,Undirected,1743,,,-0.633768
ASV1292,ASV1162,Undirected,1745,,,0.618074
ASV1292,ASV1193,Undirected,1746,,,0.700963
ASV1292,ASV1292,Undirected,1747,,,1
ASV1292,ASV1468,Undirected,1748,,,1.501907
ASV1292,ASV16,Undirected,1749,,,-1.419399
ASV1292,ASV1763,Undirected,1750,,,1.456427
ASV1292,ASV235,Undirected,1751,,,1.482579
ASV1292,ASV277,Undirected,1752,,,1.41573
ASV1292,ASV369,Undirected,1753,,,1.574315
ASV1292,ASV3752,Undirected,1754,,,1.417916
ASV1292,ASV435,Undirected,1755,,,1.447528
ASV1292,ASV45,Undirected,1756,,,-1.499847
ASV1292,ASV451,Undirected,1757,,,-1.48831
ASV1292,ASV625,Undirected,1758,,,-1.523563
ASV1292,ASV68,Undirected,1759,,,-1.562061
ASV1292,ASV828,Undirected,1760,,,1.49378
ASV1292,ASV85,Undirected,1761,,,1.444859
ASV1292,ASV87,Undirected,1762,,,-1.515588
ASV1293,ASV1293,Undirected,1763,,,1
ASV1295,ASV1026,Undirected,1764,,,0.662637
ASV1295,ASV107,Undirected,1765,,,-0.614914
ASV1295,ASV108,Undirected,1766,,,-0.692919
ASV1295,ASV113,Undirected,1767,,,-0.656444
ASV1295,ASV114,Undirected,1768,,,-0.646739
ASV1295,ASV1193,Undirected,1771,,,0.606918
ASV1295,ASV122,Undirected,1772,,,-0.698588
ASV1295,ASV1251,Undirected,1773,,,0.603641
ASV1295,ASV1286,Undirected,1774,,,0.676005
ASV1295,ASV1292,Undirected,1775,,,0.609189
ASV1295,ASV1295,Undirected,1776,,,1
ASV1295,ASV135,Undirected,1777,,,-1.562876
ASV1295,ASV1358,Undirected,1778,,,1.602309
ASV1295,ASV1468,Undirected,1779,,,1.469062
ASV1295,ASV1492,Undirected,1780,,,1.421291
ASV1295,ASV158,Undirected,1781,,,1.562997
ASV1295,ASV164,Undirected,1782,,,1.501336
ASV1295,ASV1647,Undirected,1783,,,1.432644
ASV1295,ASV170,Undirected,1784,,,-1.449446
ASV1295,ASV22,Undirected,1785,,,-1.469566
ASV1295,ASV231,Undirected,1786,,,1.561956
ASV1295,ASV260,Undirected,1787,,,1.522693
ASV1295,ASV264,Undirected,1788,,,1.436635
ASV1295,ASV271,Undirected,1789,,,1.570995
ASV1295,ASV288,Undirected,1790,,,1.423377
ASV1295,ASV310,Undirected,1791,,,1.438722
ASV1295,ASV35,Undirected,1792,,,1.573403
ASV1295,ASV36,Undirected,1793,,,-1.438867
ASV1295,ASV398,Undirected,1794,,,1.534158
ASV1295,ASV507,Undirected,1795,,,-1.417598
ASV1295,ASV528,Undirected,1796,,,1.457402
ASV1295,ASV571,Undirected,1797,,,-1.445381
ASV1295,ASV611,Undirected,1798,,,1.435928
ASV1295,ASV655,Undirected,1799,,,1.459208
ASV1295,ASV707,Undirected,1800,,,1.482221
ASV1295,ASV708,Undirected,1801,,,1.559748
ASV1295,ASV732,Undirected,1802,,,-1.549739
ASV1295,ASV83,Undirected,1803,,,1.597121
ASV1295,ASV850,Undirected,1804,,,-1.432349
ASV1295,ASV92,Undirected,1805,,,1.449278
ASV1298,ASV1059,Undirected,1807,,,-0.69407
ASV1298,ASV1071,Undirected,1809,,,0.645333
ASV1298,ASV108,Undirected,1810,,,-0.684858
ASV1298,ASV110,Undirected,1811,,,-0.602273
ASV1298,ASV111,Undirected,1812,,,-0.703285
ASV1298,ASV113,Undirected,1813,,,-0.685419
ASV1298,ASV1165,Undirected,1817,,,-0.603629
ASV1298,ASV122,Undirected,1819,,,-0.672664
ASV1298,ASV1273,Undirected,1820,,,0.627533
ASV1298,ASV1286,Undirected,1821,,,0.609754
ASV1298,ASV1295,Undirected,1822,,,0.656823
ASV1298,ASV1298,Undirected,1823,,,1
ASV1298,ASV140,Undirected,1824,,,1.527846
ASV1298,ASV158,Undirected,1825,,,1.511905
ASV1298,ASV1838,Undirected,1826,,,1.590477
ASV1298,ASV2026,Undirected,1827,,,-1.433311
ASV1298,ASV24,Undirected,1828,,,-1.465043
ASV1298,ASV260,Undirected,1829,,,1.556526
ASV1298,ASV261,Undirected,1830,,,1.535136
ASV1298,ASV271,Undirected,1831,,,1.509013
ASV1298,ASV31,Undirected,1832,,,-1.53268
ASV1298,ASV327,Undirected,1833,,,-1.642624
ASV1298,ASV328,Undirected,1834,,,1.414914
ASV1298,ASV36,Undirected,1835,,,-1.419565
ASV1298,ASV363,Undirected,1836,,,-1.486385
ASV1298,ASV38,Undirected,1837,,,-1.501389
ASV1298,ASV443,Undirected,1838,,,1.468669
ASV1298,ASV459,Undirected,1839,,,1.570392
ASV1298,ASV483,Undirected,1840,,,-1.615593
ASV1298,ASV488,Undirected,1841,,,1.682122
ASV1298,ASV5,Undirected,1842,,,-1.525186
ASV1298,ASV514,Undirected,1843,,,-1.429763
ASV1298,ASV531,Undirected,1844,,,1.546489
ASV1298,ASV56,Undirected,1845,,,-1.447718
ASV1298,ASV571,Undirected,1846,,,-1.522884
ASV1298,ASV59,Undirected,1847,,,-1.548984
ASV1298,ASV623,Undirected,1848,,,1.54536
ASV1298,ASV655,Undirected,1849,,,1.44036
ASV1298,ASV681,Undirected,1850,,,-1.691397
ASV1298,ASV707,Undirected,1851,,,1.489314
ASV1298,ASV732,Undirected,1852,,,-1.540967
ASV1298,ASV733,Undirected,1853,,,-1.664464
ASV1298,ASV79,Undirected,1854,,,-1.485301
ASV1298,ASV810,Undirected,1855,,,-1.507324
ASV1298,ASV82,Undirected,1856,,,-1.454545
ASV1298,ASV828,Undirected,1857,,,1.462331
ASV1298,ASV83,Undirected,1858,,,1.605808
ASV1298,ASV856,Undirected,1859,,,1.494591
ASV1298,ASV9,Undirected,1860,,,-1.414854
ASV1298,ASV922,Undirected,1861,,,1.494754
ASV1298,ASV96,Undirected,1862,,,-1.571432
ASV13,ASV1007,Undirected,1864,,,0.682252
ASV13,ASV1017,Undirected,1865,,,0.672103
ASV13,ASV108,Undirected,1871,,,0.685302
ASV13,ASV110,Undirected,1872,,,0.637397
ASV13,ASV114,Undirected,1875,,,0.686467
ASV13,ASV1141,Undirected,1876,,,0.688045
ASV13,ASV116,Undirected,1877,,,-0.664943
ASV13,ASV125,Undirected,1884,,,-0.685626
ASV13,ASV1269,Undirected,1885,,,-0.628809
ASV13,ASV1273,Undirected,1886,,,-0.600056
ASV13,ASV1298,Undirected,1887,,,-0.673701
ASV13,ASV13,Undirected,1888,,,1
ASV13,ASV14,Undirected,1889,,,-1.528136
ASV13,ASV142,Undirected,1890,,,-1.436693
ASV13,ASV149,Undirected,1891,,,-1.435659
ASV13,ASV150,Undirected,1892,,,1.510331
ASV13,ASV153,Undirected,1893,,,1.580579
ASV13,ASV158,Undirected,1894,,,-1.48657
ASV13,ASV159,Undirected,1895,,,-1.48421
ASV13,ASV1615,Undirected,1896,,,-1.65393
ASV13,ASV164,Undirected,1897,,,-1.492507
ASV13,ASV170,Undirected,1898,,,1.424434
ASV13,ASV171,Undirected,1899,,,1.490686
ASV13,ASV1730,Undirected,1900,,,-1.649928
ASV13,ASV175,Undirected,1901,,,1.66219
ASV13,ASV1781,Undirected,1902,,,-1.435118
ASV13,ASV18,Undirected,1903,,,-1.610739
ASV13,ASV184,Undirected,1904,,,1.611805
ASV13,ASV191,Undirected,1905,,,1.475585
ASV13,ASV194,Undirected,1906,,,1.778585
ASV13,ASV197,Undirected,1907,,,1.689923
ASV13,ASV2026,Undirected,1908,,,1.456361
ASV13,ASV216,Undirected,1909,,,1.594712
ASV13,ASV220,Undirected,1910,,,1.699337
ASV13,ASV225,Undirected,1911,,,-1.574975
ASV13,ASV226,Undirected,1912,,,1.591717
ASV13,ASV229,Undirected,1913,,,1.652534
ASV13,ASV231,Undirected,1914,,,-1.554752
ASV13,ASV233,Undirected,1915,,,-1.537358
ASV13,ASV237,Undirected,1916,,,1.596693
ASV13,ASV2383,Undirected,1917,,,-1.572496
ASV13,ASV24,Undirected,1918,,,1.934884
ASV13,ASV242,Undirected,1919,,,-1.412617
ASV13,ASV244,Undirected,1920,,,1.638905
ASV13,ASV25,Undirected,1921,,,1.763552
ASV13,ASV2511,Undirected,1922,,,-1.503757
ASV13,ASV260,Undirected,1923,,,-1.459909
ASV13,ASV261,Undirected,1924,,,-1.423993
ASV13,ASV263,Undirected,1925,,,1.760084
ASV13,ASV267,Undirected,1926,,,1.623266
ASV13,ASV271,Undirected,1927,,,-1.427986
ASV13,ASV273,Undirected,1928,,,1.772493
ASV13,ASV276,Undirected,1929,,,1.610371
ASV13,ASV28,Undirected,1930,,,-1.416322
ASV13,ASV288,Undirected,1931,,,-1.490686
ASV13,ASV31,Undirected,1932,,,1.773411
ASV13,ASV32,Undirected,1933,,,1.850284
ASV13,ASV3327,Undirected,1934,,,1.435832
ASV13,ASV34,Undirected,1935,,,1.575413
ASV13,ASV36,Undirected,1936,,,1.563825
ASV13,ASV360,Undirected,1937,,,-1.513295
ASV13,ASV363,Undirected,1938,,,1.653569
ASV13,ASV37,Undirected,1939,,,1.559917
ASV13,ASV374,Undirected,1940,,,1.648037
ASV13,ASV38,Undirected,1941,,,1.594218
ASV13,ASV4,Undirected,1942,,,1.588023
ASV13,ASV404,Undirected,1943,,,1.706002
ASV13,ASV436,Undirected,1944,,,-1.497675
ASV13,ASV440,Undirected,1945,,,-1.525153
ASV13,ASV445,Undirected,1946,,,1.467426
ASV13,ASV451,Undirected,1947,,,1.510607
ASV13,ASV452,Undirected,1948,,,1.455358
ASV13,ASV463,Undirected,1949,,,1.605594
ASV13,ASV48,Undirected,1950,,,1.469008
ASV13,ASV5,Undirected,1951,,,1.720186
ASV13,ASV501,Undirected,1952,,,-1.640606
ASV13,ASV514,Undirected,1953,,,1.572028
ASV13,ASV529,Undirected,1954,,,-1.444619
ASV13,ASV56,Undirected,1955,,,1.676486
ASV13,ASV564,Undirected,1956,,,1.561441
ASV13,ASV5687,Undirected,1957,,,1.485739
ASV13,ASV57,Undirected,1958,,,1.616538
ASV13,ASV5744,Undirected,1959,,,1.576009
ASV13,ASV59,Undirected,1960,,,1.924626
ASV13,ASV6,Undirected,1961,,,-1.666495
ASV13,ASV61,Undirected,1962,,,1.817995
ASV13,ASV637,Undirected,1963,,,1.630719
ASV13,ASV641,Undirected,1964,,,1.413409
ASV13,ASV655,Undirected,1965,,,-1.426811
ASV13,ASV681,Undirected,1966,,,1.711925
ASV13,ASV71,Undirected,1967,,,1.844089
ASV13,ASV73,Undirected,1968,,,1.422066
ASV13,ASV733,Undirected,1969,,,1.509885
ASV13,ASV74,Undirected,1970,,,1.792248
ASV13,ASV79,Undirected,1971,,,1.595657
ASV13,ASV80,Undirected,1972,,,1.581612
ASV13,ASV810,Undirected,1973,,,1.744828
ASV13,ASV82,Undirected,1974,,,1.865703
ASV13,ASV828,Undirected,1975,,,-1.458038
ASV13,ASV850,Undirected,1976,,,1.515008
ASV13,ASV856,Undirected,1977,,,-1.546926
ASV13,ASV87,Undirected,1978,,,1.610739
ASV13,ASV881,Undirected,1979,,,-1.417166
ASV13,ASV9,Undirected,1980,,,1.732576
ASV13,ASV90,Undirected,1981,,,1.897675
ASV13,ASV95,Undirected,1982,,,-1.465633
ASV13,ASV955,Undirected,1983,,,-1.514111
ASV13,ASV96,Undirected,1984,,,1.570397
ASV131,ASV1136,Undirected,1985,,,-0.674766
ASV131,ASV131,Undirected,1986,,,1
ASV133,ASV1032,Undirected,1987,,,0.700218
ASV133,ASV1092,Undirected,1988,,,-0.634577
ASV133,ASV1132,Undirected,1989,,,-0.603983
ASV133,ASV1221,Undirected,1990,,,0.604675
ASV133,ASV1229,Undirected,1991,,,0.631534
ASV133,ASV1277,Undirected,1992,,,0.644683
ASV133,ASV133,Undirected,1993,,,1
ASV133,ASV1437,Undirected,1994,,,1.511475
ASV133,ASV1852,Undirected,1995,,,1.488275
ASV133,ASV240,Undirected,1996,,,1.718138
ASV133,ASV4396,Undirected,1997,,,-1.464273
ASV133,ASV478,Undirected,1998,,,-1.435099
ASV133,ASV84,Undirected,1999,,,1.585885
ASV133,ASV88,Undirected,2000,,,1.457564
ASV1338,ASV1073,Undirected,2001,,,0.679599
ASV1338,ASV1243,Undirected,2003,,,0.669615
ASV1338,ASV13,Undirected,2004,,,-0.622801
ASV1338,ASV1338,Undirected,2005,,,1
ASV1338,ASV374,Undirected,2006,,,-1.457945
ASV1338,ASV592,Undirected,2007,,,1.421426
ASV1338,ASV955,Undirected,2008,,,1.475641
ASV134,ASV1015,Undirected,2010,,,-0.641901
ASV134,ASV1213,Undirected,2011,,,-0.61968
ASV134,ASV134,Undirected,2012,,,1
ASV134,ASV69,Undirected,2013,,,1.609529
ASV1346,ASV1032,Undirected,2014,,,0.68941
ASV1346,ASV1346,Undirected,2015,,,1
ASV1346,ASV181,Undirected,2016,,,-1.444518
ASV135,ASV1017,Undirected,2017,,,0.639813
ASV135,ASV107,Undirected,2018,,,0.622926
ASV135,ASV1071,Undirected,2019,,,-0.645235
ASV135,ASV1093,Undirected,2020,,,-0.662503
ASV135,ASV113,Undirected,2021,,,0.660623
ASV135,ASV114,Undirected,2022,,,0.622477
ASV135,ASV117,Undirected,2024,,,0.670991
ASV135,ASV121,Undirected,2025,,,0.624611
ASV135,ASV122,Undirected,2026,,,0.678128
ASV135,ASV1243,Undirected,2027,,,-0.662507
ASV135,ASV1298,Undirected,2030,,,-0.630418
ASV135,ASV135,Undirected,2031,,,1
ASV135,ASV16,Undirected,2032,,,1.540697
ASV135,ASV164,Undirected,2033,,,-1.489122
ASV135,ASV179,Undirected,2034,,,-1.461818
ASV135,ASV2026,Undirected,2035,,,1.480139
ASV135,ASV22,Undirected,2036,,,1.416013
ASV135,ASV220,Undirected,2037,,,1.50208
ASV135,ASV244,Undirected,2038,,,1.548756
ASV135,ASV273,Undirected,2039,,,1.505445
ASV135,ASV328,Undirected,2040,,,-1.454829
ASV135,ASV3327,Undirected,2041,,,1.543278
ASV135,ASV35,Undirected,2042,,,-1.516318
ASV135,ASV398,Undirected,2043,,,-1.524897
ASV135,ASV507,Undirected,2044,,,1.724505
ASV135,ASV528,Undirected,2045,,,-1.448494
ASV135,ASV5488,Undirected,2046,,,-1.692468
ASV135,ASV550,Undirected,2047,,,1.437277
ASV135,ASV557,Undirected,2048,,,1.616675
ASV135,ASV570,Undirected,2049,,,-1.720479
ASV135,ASV579,Undirected,2050,,,-1.480934
ASV135,ASV61,Undirected,2051,,,1.473304
ASV135,ASV637,Undirected,2052,,,1.420699
ASV135,ASV708,Undirected,2053,,,-1.592088
ASV1350,ASV1350,Undirected,2054,,,1
ASV1350,ASV1450,Undirected,2055,,,1.527651
ASV1350,ASV544,Undirected,2056,,,1.554049
ASV1350,ASV676,Undirected,2057,,,1.547524
ASV1353,ASV1020,Undirected,2058,,,-0.619658
ASV1353,ASV1161,Undirected,2059,,,0.62437
ASV1353,ASV1353,Undirected,2060,,,1
ASV1353,ASV182,Undirected,2061,,,-1.459321
ASV1358,ASV1007,Undirected,2062,,,-0.61571
ASV1358,ASV1026,Undirected,2063,,,0.602743
ASV1358,ASV108,Undirected,2065,,,-0.663896
ASV1358,ASV111,Undirected,2066,,,-0.66026
ASV1358,ASV113,Undirected,2067,,,-0.67902
ASV1358,ASV114,Undirected,2068,,,-0.644814
ASV1358,ASV1149,Undirected,2069,,,0.603992
ASV1358,ASV1162,Undirected,2070,,,0.683657
ASV1358,ASV121,Undirected,2072,,,-0.69244
ASV1358,ASV123,Undirected,2074,,,-0.616475
ASV1358,ASV125,Undirected,2076,,,0.630361
ASV1358,ASV1251,Undirected,2077,,,0.626027
ASV1358,ASV13,Undirected,2079,,,-0.637001
ASV1358,ASV135,Undirected,2080,,,-0.646486
ASV1358,ASV1358,Undirected,2081,,,1
ASV1358,ASV1468,Undirected,2082,,,1.420627
ASV1358,ASV1492,Undirected,2083,,,1.553266
ASV1358,ASV158,Undirected,2084,,,1.54797
ASV1358,ASV170,Undirected,2085,,,-1.510468
ASV1358,ASV179,Undirected,2086,,,1.484869
ASV1358,ASV216,Undirected,2087,,,-1.544664
ASV1358,ASV231,Undirected,2088,,,1.659433
ASV1358,ASV237,Undirected,2089,,,-1.414548
ASV1358,ASV271,Undirected,2090,,,1.515172
ASV1358,ASV291,Undirected,2091,,,1.4277
ASV1358,ASV3072,Undirected,2092,,,-1.555744
ASV1358,ASV31,Undirected,2093,,,-1.571241
ASV1358,ASV335,Undirected,2094,,,1.53718
ASV1358,ASV35,Undirected,2095,,,1.497969
ASV1358,ASV363,Undirected,2096,,,-1.545401
ASV1358,ASV440,Undirected,2097,,,1.468913
ASV1358,ASV445,Undirected,2098,,,-1.513075
ASV1358,ASV5,Undirected,2099,,,-1.428479
ASV1358,ASV514,Undirected,2100,,,-1.689678
ASV1358,ASV528,Undirected,2101,,,1.463118
ASV1358,ASV6,Undirected,2102,,,1.507607
ASV1358,ASV603,Undirected,2103,,,1.444004
ASV1358,ASV61,Undirected,2104,,,-1.512032
ASV1358,ASV637,Undirected,2105,,,-1.566959
ASV1358,ASV82,Undirected,2106,,,-1.462551
ASV1358,ASV83,Undirected,2107,,,1.435166
ASV1358,ASV881,Undirected,2108,,,1.451026
ASV1358,ASV9,Undirected,2109,,,-1.470125
ASV1358,ASV955,Undirected,2110,,,1.454784
ASV1358,ASV96,Undirected,2111,,,-1.487503
ASV136,ASV136,Undirected,2112,,,1
ASV1363,ASV1363,Undirected,2113,,,1
ASV1363,ASV375,Undirected,2114,,,-1.480927
ASV1363,ASV797,Undirected,2115,,,-1.439566
ASV1364,ASV1364,Undirected,2116,,,1
ASV138,ASV1,Undirected,2117,,,-0.648305
ASV138,ASV126,Undirected,2118,,,0.64126
ASV138,ASV138,Undirected,2119,,,1
ASV1381,ASV1007,Undirected,2120,,,0.6595
ASV1381,ASV113,Undirected,2122,,,0.657993
ASV1381,ASV1210,Undirected,2123,,,0.676755
ASV1381,ASV1381,Undirected,2124,,,1
ASV1381,ASV150,Undirected,2125,,,1.510825
ASV1381,ASV214,Undirected,2126,,,-1.724243
ASV1381,ASV297,Undirected,2127,,,-1.465569
ASV1381,ASV306,Undirected,2128,,,1.484284
ASV1381,ASV330,Undirected,2129,,,1.420596
ASV1381,ASV445,Undirected,2130,,,1.47471
ASV1381,ASV459,Undirected,2131,,,-1.511871
ASV1381,ASV560,Undirected,2132,,,-1.468725
ASV1381,ASV5687,Undirected,2133,,,1.52369
ASV1381,ASV5744,Undirected,2134,,,1.517622
ASV1381,ASV672,Undirected,2135,,,-1.44153
ASV1381,ASV781,Undirected,2136,,,-1.423574
ASV1381,ASV8,Undirected,2137,,,-1.446001
ASV1381,ASV96,Undirected,2138,,,1.453189
ASV139,ASV1026,Undirected,2139,,,0.652941
ASV139,ASV103,Undirected,2140,,,-0.661141
ASV139,ASV108,Undirected,2141,,,-0.641119
ASV139,ASV1093,Undirected,2142,,,0.60084
ASV139,ASV111,Undirected,2143,,,-0.600827
ASV139,ASV1120,Undirected,2144,,,0.661697
ASV139,ASV1141,Undirected,2146,,,-0.621176
ASV139,ASV1149,Undirected,2147,,,0.616486
ASV139,ASV1162,Undirected,2148,,,0.612117
ASV139,ASV117,Undirected,2149,,,-0.65562
ASV139,ASV1186,Undirected,2150,,,-0.691848
ASV139,ASV121,Undirected,2151,,,-0.704147
ASV139,ASV1221,Undirected,2152,,,0.617066
ASV139,ASV1251,Undirected,2154,,,0.620099
ASV139,ASV1286,Undirected,2155,,,0.602257
ASV139,ASV1295,Undirected,2156,,,0.614277
ASV139,ASV135,Undirected,2157,,,-0.610882
ASV139,ASV139,Undirected,2158,,,1
ASV139,ASV149,Undirected,2159,,,1.610134
ASV139,ASV1546,Undirected,2160,,,1.46599
ASV139,ASV158,Undirected,2161,,,1.41292
ASV139,ASV159,Undirected,2162,,,1.827983
ASV139,ASV164,Undirected,2163,,,1.722854
ASV139,ASV219,Undirected,2164,,,1.550262
ASV139,ASV225,Undirected,2165,,,1.487843
ASV139,ASV228,Undirected,2166,,,1.477496
ASV139,ASV233,Undirected,2167,,,1.44578
ASV139,ASV2511,Undirected,2168,,,1.49617
ASV139,ASV260,Undirected,2169,,,1.719463
ASV139,ASV261,Undirected,2170,,,1.497155
ASV139,ASV271,Undirected,2171,,,1.748062
ASV139,ASV295,Undirected,2172,,,1.485774
ASV139,ASV310,Undirected,2173,,,1.526428
ASV139,ASV33,Undirected,2174,,,-1.563148
ASV139,ASV3327,Undirected,2175,,,-1.506625
ASV139,ASV35,Undirected,2176,,,1.657881
ASV139,ASV352,Undirected,2177,,,1.528968
ASV139,ASV36,Undirected,2178,,,-1.550155
ASV139,ASV416,Undirected,2179,,,1.484207
ASV139,ASV428,Undirected,2180,,,1.454013
ASV139,ASV430,Undirected,2181,,,1.567213
ASV139,ASV456,Undirected,2182,,,1.531128
ASV139,ASV458,Undirected,2183,,,1.706149
ASV139,ASV463,Undirected,2184,,,-1.576387
ASV139,ASV468,Undirected,2185,,,1.623723
ASV139,ASV528,Undirected,2186,,,1.529608
ASV139,ASV540,Undirected,2187,,,1.475921
ASV139,ASV5744,Undirected,2188,,,-1.442318
ASV139,ASV6,Undirected,2189,,,1.621902
ASV139,ASV61,Undirected,2190,,,-1.45163
ASV139,ASV699,Undirected,2191,,,1.685213
ASV139,ASV707,Undirected,2192,,,1.451444
ASV139,ASV708,Undirected,2193,,,1.694989
ASV139,ASV732,Undirected,2194,,,-1.483124
ASV139,ASV756,Undirected,2195,,,1.589641
ASV139,ASV775,Undirected,2196,,,1.545081
ASV139,ASV80,Undirected,2197,,,-1.567959
ASV139,ASV825,Undirected,2198,,,1.523757
ASV139,ASV856,Undirected,2199,,,1.673245
ASV139,ASV876,Undirected,2200,,,1.585076
ASV139,ASV9,Undirected,2201,,,-1.448348
ASV139,ASV927,Undirected,2202,,,-1.674494
ASV139,ASV95,Undirected,2203,,,1.62151
ASV139,ASV96,Undirected,2204,,,-1.526672
ASV139,ASV970,Undirected,2205,,,1.566928
ASV1395,ASV1395,Undirected,2206,,,1
ASV14,ASV10,Undirected,2207,,,0.657379
ASV14,ASV102,Undirected,2209,,,-0.607348
ASV14,ASV110,Undirected,2211,,,-0.705214
ASV14,ASV111,Undirected,2212,,,-0.658058
ASV14,ASV115,Undirected,2214,,,-0.633592
ASV14,ASV117,Undirected,2216,,,-0.635284
ASV14,ASV121,Undirected,2217,,,-0.631473
ASV14,ASV122,Undirected,2218,,,-0.642795
ASV14,ASV123,Undirected,2219,,,-0.631324
ASV14,ASV1243,Undirected,2220,,,0.635569
ASV14,ASV14,Undirected,2222,,,1
ASV14,ASV18,Undirected,2223,,,1.77709
ASV14,ASV191,Undirected,2224,,,-1.580911
ASV14,ASV206,Undirected,2225,,,-1.441177
ASV14,ASV220,Undirected,2226,,,-1.680843
ASV14,ASV226,Undirected,2227,,,-1.559824
ASV14,ASV263,Undirected,2228,,,-1.544188
ASV14,ASV273,Undirected,2229,,,-1.44703
ASV14,ASV28,Undirected,2230,,,1.815178
ASV14,ASV29,Undirected,2231,,,1.599174
ASV14,ASV30,Undirected,2232,,,1.541796
ASV14,ASV38,Undirected,2233,,,-1.446852
ASV14,ASV39,Undirected,2234,,,1.56405
ASV14,ASV49,Undirected,2235,,,1.53354
ASV14,ASV539,Undirected,2236,,,1.662376
ASV14,ASV62,Undirected,2237,,,-1.507109
ASV14,ASV681,Undirected,2238,,,-1.441749
ASV14,ASV73,Undirected,2239,,,-1.577647
ASV14,ASV771,Undirected,2240,,,-1.513495
ASV14,ASV90,Undirected,2241,,,-1.421488
ASV140,ASV1017,Undirected,2242,,,-0.634831
ASV140,ASV108,Undirected,2243,,,-0.67737
ASV140,ASV1093,Undirected,2244,,,0.637223
ASV140,ASV110,Undirected,2245,,,-0.618088
ASV140,ASV1162,Undirected,2247,,,0.693976
ASV140,ASV117,Undirected,2248,,,-0.67737
ASV140,ASV1186,Undirected,2249,,,-0.616694
ASV140,ASV1273,Undirected,2252,,,0.612939
ASV140,ASV139,Undirected,2254,,,0.668563
ASV140,ASV140,Undirected,2255,,,1
ASV140,ASV1468,Undirected,2256,,,1.717645
ASV140,ASV1492,Undirected,2257,,,1.462456
ASV140,ASV219,Undirected,2258,,,1.535755
ASV140,ASV260,Undirected,2259,,,1.638717
ASV140,ASV261,Undirected,2260,,,1.63373
ASV140,ASV271,Undirected,2261,,,1.525148
ASV140,ASV277,Undirected,2262,,,1.485484
ASV140,ASV291,Undirected,2263,,,1.532646
ASV140,ASV295,Undirected,2264,,,1.518883
ASV140,ASV306,Undirected,2265,,,-1.437188
ASV140,ASV31,Undirected,2266,,,-1.41822
ASV140,ASV330,Undirected,2267,,,-1.499483
ASV140,ASV352,Undirected,2268,,,1.491447
ASV140,ASV369,Undirected,2269,,,1.437889
ASV140,ASV435,Undirected,2270,,,1.476744
ASV140,ASV445,Undirected,2271,,,-1.517848
ASV140,ASV459,Undirected,2272,,,1.490405
ASV140,ASV488,Undirected,2273,,,1.591916
ASV140,ASV531,Undirected,2274,,,1.703782
ASV140,ASV5744,Undirected,2275,,,-1.562339
ASV140,ASV579,Undirected,2276,,,1.529153
ASV140,ASV6,Undirected,2277,,,1.417356
ASV140,ASV623,Undirected,2278,,,1.654396
ASV140,ASV653,Undirected,2279,,,1.417746
ASV140,ASV719,Undirected,2280,,,-1.841944
ASV140,ASV733,Undirected,2281,,,-1.656122
ASV140,ASV76,Undirected,2282,,,1.424134
ASV140,ASV783,Undirected,2283,,,1.614821
ASV140,ASV909,Undirected,2284,,,1.444982
ASV140,ASV938,Undirected,2285,,,-1.414169
ASV140,ASV95,Undirected,2286,,,1.464323
ASV140,ASV96,Undirected,2287,,,-1.545315
ASV140,ASV983,Undirected,2288,,,1.649028
