OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV2529	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned
ASV2548	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AKYH478	Unassigned	Unassigned
ASV2553	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Unassigned	Unassigned
ASV2624	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium_alhagi
ASV2642	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Unassigned	Unassigned
ASV2657	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Unassigned	Unassigned
ASV2659	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Solimonadaceae	Polycyclovorans	Unassigned
ASV2664	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Terrimonas	Unassigned
ASV2673	Bacteria	Gemmatimonadetes	Gemmatimonadetes	AT425-EubC11_terrestrial_group	Unassigned	Unassigned	Unassigned
ASV2674	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Unassigned	Unassigned	Unassigned
ASV2687	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	Unassigned
ASV2689	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Unassigned
ASV2733	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Niastella	Unassigned
ASV2750	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	Unassigned	Unassigned	Unassigned
ASV2816	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Unassigned	Unassigned
ASV2839	Bacteria	Gemmatimonadetes	Gemmatimonadetes	S0134_terrestrial_group	Unassigned	Unassigned	Unassigned
ASV2858	Bacteria	Chloroflexi	Thermomicrobia	JG30-KF-CM45	Unassigned	Unassigned	Unassigned
ASV2926	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Unassigned	Unassigned
ASV2931	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unassigned	Unassigned
ASV3005	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Unassigned
ASV3032	Bacteria	Chloroflexi	Thermomicrobia	JG30-KF-CM45	Unassigned	Unassigned	Unassigned
ASV3056	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Parapedobacter	Unassigned
ASV3075	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	Unknown_Family	Blastocatella	Unassigned
ASV3092	Bacteria	Planctomycetes	Phycisphaerae	WD2101_soil_group	Unassigned	Unassigned	Unassigned
ASV3102	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Unassigned
ASV3136	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Unassigned
ASV3199	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Unassigned	Unassigned
ASV3201	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingobium_suberifaciens_[corky_root_of_lettuce]
ASV3233	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unassigned
ASV3245	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV3253	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unassigned
ASV3302	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_sp._AP64
ASV3374	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Unassigned
ASV3388	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Unassigned	Unassigned
ASV3458	Bacteria	Armatimonadetes	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV3526	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Modestobacter	Unassigned
ASV3629	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unassigned	Unassigned
ASV3741	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	Unassigned
ASV3745	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Adhaeribacter	Unassigned
ASV3821	Bacteria	Acidobacteria	Acidobacteria	Subgroup_6	Unassigned	Unassigned	Unassigned
ASV3858	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides_alkalitolerans
ASV3928	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unassigned	Unassigned	Unassigned
ASV4128	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_Incertae_Sedis	Reyranella	Unassigned
ASV4217	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenales	Unassigned	Unassigned	Unassigned
ASV4263	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Marine_Group_II	Unassigned	Unassigned
ASV4399	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Ferruginibacter	Unassigned
ASV4446	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Unassigned
ASV4472	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unassigned	Unassigned
ASV4533	Bacteria	Saccharibacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV4552	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Unassigned	Unassigned	Unassigned
ASV4565	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Marine_Group_II	Unassigned	Unassigned
ASV4618	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Unassigned	Unassigned
ASV4628	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudoxanthobacter	Unassigned
ASV4777	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Marine_Group_II	Unassigned	Unassigned
ASV4922	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Frigoribacterium	Unassigned
ASV4996	Bacteria	Verrucomicrobia	OPB35_soil_group	Unassigned	Unassigned	Unassigned	Unassigned
ASV5006	Bacteria	Armatimonadetes	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV5484	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	Unassigned	Unassigned
ASV5768	Bacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV2121	Bacteria	Proteobacteria	Alphaproteobacteria	DB1-14	Unassigned	Unassigned	Unassigned
ASV2163	Bacteria	Actinobacteria	MB-A2-108	Unassigned	Unassigned	Unassigned	Unassigned
ASV2192	Bacteria	Planctomycetes	Phycisphaerae	WD2101_soil_group	Unassigned	Unassigned	Unassigned
ASV2272	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Unassigned	Unassigned
ASV2412	Bacteria	Planctomycetes	Phycisphaerae	WD2101_soil_group	Unassigned	Unassigned	Unassigned
ASV2434	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Adhaeribacter	Unassigned
ASV2478	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Unassigned
ASV2566	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	Unassigned
ASV2592	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	Unassigned
ASV2609	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Nitratireductor	Phyllobacteriaceae_bacterium_D12-37.1
ASV2619	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Chitinophaga	Unassigned
ASV2636	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Niastella	Unassigned
ASV2638	Bacteria	Gemmatimonadetes	Gemmatimonadetes	AT425-EubC11_terrestrial_group	Unassigned	Unassigned	Unassigned
ASV2682	Bacteria	Verrucomicrobia	Opitutae	Opitutae_vadinHA64	Unassigned	Unassigned	Unassigned
ASV2731	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unassigned	Unassigned	Unassigned
ASV2764	Bacteria	Parcubacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV2768	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	Unassigned
ASV2794	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Phaeodactylibacter	Unassigned
ASV2800	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	480-2	Unassigned	Unassigned
ASV2820	Bacteria	Hydrogenedentes	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV2868	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Unassigned	Unassigned
ASV2914	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	Unassigned
ASV2932	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned
ASV2954	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned
ASV2955	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Unassigned
ASV2967	Bacteria	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Quadrisphaera	Unassigned
ASV3007	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	Unassigned
ASV3017	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Marine_Group_II	Unassigned	Unassigned
ASV3024	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Unassigned
ASV3029	Bacteria	Chloroflexi	Thermomicrobia	JG30-KF-CM45	Unassigned	Unassigned	Unassigned
ASV3052	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Unassigned	Unassigned
ASV3203	Bacteria	Proteobacteria	Betaproteobacteria	SC-I-84	Unassigned	Unassigned	Unassigned
ASV3283	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Unassigned	Unassigned
ASV3299	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_sp._SPC18
ASV3311	Bacteria	Acidobacteria	Acidobacteria	Subgroup_3	Unknown_Family	Candidatus_Solibacter	Unassigned
ASV3318	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	Unassigned
ASV3340	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	Unassigned	Unassigned	Unassigned
ASV3364	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Adhaeribacter	Unassigned
ASV3712	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unassigned	Unassigned
ASV3893	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pirellula	Unassigned
ASV3986	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	Unassigned
ASV4001	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	Unassigned
ASV4048	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Unassigned	Unassigned
ASV4075	Bacteria	Acidobacteria	Holophagae	Subgroup_7	Unassigned	Unassigned	Unassigned
ASV4116	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Anaeromyxobacter	Unassigned
ASV4632	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Unassigned	Unassigned
ASV4739	Bacteria	Actinobacteria	Nitriliruptoria	Euzebyales	Euzebyaceae	Euzebya	Unassigned
ASV4784	Bacteria	Saccharibacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV4823	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Unassigned	Unassigned
ASV5514	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_oceani
ASV5817	Bacteria	Saccharibacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV2109	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Unassigned	Unassigned	Unassigned
ASV2171	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Adhaeribacter	Unassigned
ASV2350	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Unassigned	Unassigned
ASV2473	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	Unassigned
ASV2501	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Unassigned
ASV2517	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	Unassigned
ASV2544	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	Unassigned
ASV2575	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pir4_lineage	Unassigned
ASV2580	Bacteria	Candidate_division_OP3	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV2581	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Crocinitomix	Unassigned
ASV2587	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Ellin6055	Unassigned	Unassigned
ASV2600	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylobacillus	Unassigned
ASV2640	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned
ASV2649	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Haloferula	Unassigned
ASV2872	Bacteria	Gemmatimonadetes	Gemmatimonadetes	AT425-EubC11_terrestrial_group	Unassigned	Unassigned	Unassigned
ASV2896	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Unassigned	Unassigned
ASV2909	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	Unassigned	Unassigned
ASV2950	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Unassigned	Unassigned
ASV2982	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Unassigned	Unassigned	Unassigned
ASV3021	Bacteria	Planctomycetes	Phycisphaerae	S-70	Unassigned	Unassigned	Unassigned
ASV3037	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Unassigned	Unassigned
ASV3043	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Unassigned	Unassigned	Unassigned
ASV3101	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Unassigned	Unassigned
ASV3142	Bacteria	Chloroflexi	KD4-96	Unassigned	Unassigned	Unassigned	Unassigned
ASV3220	Bacteria	Acidobacteria	Acidobacteria	Subgroup_6	Unassigned	Unassigned	Unassigned
ASV3263	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Unassigned	Unassigned
ASV3317	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Dietziaceae	Dietzia	Unassigned
ASV3395	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Pontibacter	Unassigned
ASV3469	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Unassigned	Unassigned
ASV3499	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Unassigned	Unassigned
ASV3525	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Unassigned	Unassigned
ASV3564	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Ferrovibrio	Ferrovibrio_denitrificans
ASV3652	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Unassigned
ASV3654	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Unassigned	Unassigned
ASV3711	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Unassigned
ASV3731	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unassigned
ASV3790	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Illumatobacter	Unassigned
ASV3860	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Unassigned
ASV3864	Archaea	Thaumarchaeota	Soil_Crenarchaeotic_Group[SCG]	Unassigned	Unassigned	Unassigned	Unassigned
ASV3915	Bacteria	Chloroflexi	S085	Unassigned	Unassigned	Unassigned	Unassigned
ASV3926	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Unassigned
ASV4015	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Unassigned
ASV4051	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Marine_Group_II	Unassigned	Unassigned
ASV4238	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Unassigned	Unassigned
ASV4259	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexus	Unassigned
ASV4314	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV4319	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Ferruginibacter	Unassigned
ASV4352	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unassigned
ASV4422	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	Unassigned
ASV4427	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Unassigned
ASV4543	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unassigned	Unassigned
ASV5087	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Pontibacter	Unassigned
ASV5253	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Unassigned	Unassigned	Unassigned
ASV5649	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Unassigned
ASV5854	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Unassigned	Unassigned
ASV5872	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unassigned
ASV2233	Bacteria	Acidobacteria	Acidobacteria	Subgroup_6	Unassigned	Unassigned	Unassigned
ASV2315	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Unassigned	Unassigned
ASV2382	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Unassigned	Unassigned
ASV2418	Bacteria	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	Unassigned
ASV2420	Bacteria	Parcubacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV2512	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Phaeodactylibacter	Unassigned
ASV2516	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pir4_lineage	Unassigned
ASV2588	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	Unassigned
ASV2691	Bacteria	Planctomycetes	Phycisphaerae	WD2101_soil_group	Unassigned	Unassigned	Unassigned
ASV2724	Bacteria	Chloroflexi	KD4-96	Unassigned	Unassigned	Unassigned	Unassigned
ASV2725	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Unassigned	Unassigned
ASV2732	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Segetibacter	Unassigned
ASV2783	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV2803	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	Unassigned
ASV2805	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella	Unassigned
ASV2808	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Unassigned	Unassigned
ASV2838	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Unassigned	Unassigned
ASV2865	Bacteria	Chloroflexi	Thermomicrobia	JG30-KF-CM45	Unassigned	Unassigned	Unassigned
ASV2873	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Unassigned	Unassigned
ASV2883	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Unassigned
ASV2898	Bacteria	Chlorobi	Chlorobia	Chlorobiales	OPB56	Unassigned	Unassigned
ASV2929	Bacteria	Gemmatimonadetes	Gemmatimonadetes	AT425-EubC11_terrestrial_group	Unassigned	Unassigned	Unassigned
ASV2938	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Unassigned	Unassigned
ASV2953	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unassigned	Unassigned
ASV2970	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	Unassigned
ASV2973	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Unassigned	Unassigned
ASV3012	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Unassigned	Unassigned	Unassigned
ASV3076	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium_sp._LAC733
ASV3078	Bacteria	Acidobacteria	Acidobacteria	Subgroup_6	Unassigned	Unassigned	Unassigned
ASV3096	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Unassigned
ASV3152	Bacteria	Planctomycetes	Phycisphaerae	WD2101_soil_group	Unassigned	Unassigned	Unassigned
ASV3174	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Unassigned	Unassigned
ASV3175	Bacteria	Chloroflexi	P2-11E	Unassigned	Unassigned	Unassigned	Unassigned
ASV3200	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Unassigned
ASV3212	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	Unassigned	Unassigned
ASV3271	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Unassigned	Unassigned
ASV3349	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexus	Unassigned
ASV3435	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Dongia	Unassigned
ASV3479	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	Unassigned
ASV3676	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Unassigned	Unassigned
ASV3729	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Unassigned	Unassigned	Unassigned
ASV3795	Bacteria	Saccharibacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV3896	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Unassigned	Unassigned
ASV4166	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	Unassigned
ASV4197	Bacteria	Gemmatimonadetes	Gemmatimonadetes	AT425-EubC11_terrestrial_group	Unassigned	Unassigned	Unassigned
ASV4239	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unassigned	Unassigned
ASV4253	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Unassigned
ASV4317	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pirellula	Unassigned
ASV4643	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Unassigned
ASV4899	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Aminobacter	estrogen-degrading_bacterium_KC6
ASV5074	Bacteria	Proteobacteria	Deltaproteobacteria	GR-WP33-30	Unassigned	Unassigned	Unassigned
ASV5105	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Unassigned
ASV5142	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Candidatus_Chloroploca	compost_metagenome
ASV5883	Bacteria	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	Unassigned
ASV2323	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unassigned
ASV2362	Bacteria	Chlorobi	Chlorobia	Chlorobiales	OPB56	Unassigned	Unassigned
ASV2519	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Unassigned
ASV2534	Bacteria	Acidobacteria	Holophagae	Subgroup_7	Unassigned	Unassigned	Unassigned
ASV2538	Bacteria	Hydrogenedentes	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV2602	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Unassigned	Unassigned
ASV2605	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Unassigned	Unassigned
ASV2645	Bacteria	Actinobacteria	MB-A2-108	Unassigned	Unassigned	Unassigned	Unassigned
ASV2666	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	Unassigned
ASV2685	Bacteria	Actinobacteria	MB-A2-108	Unassigned	Unassigned	Unassigned	Unassigned
ASV2703	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Unassigned	Unassigned
