OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV1412	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Unassigned	Unassigned
ASV1521	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Acremonium_pinkertoniae
ASV1625	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1645	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1649	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1662	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_sp
ASV1708	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1067	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1089	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1133	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1137	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Pervetustaceae	Pervetustus	Pervetustus_sp
ASV1139	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Unassigned	Unassigned
ASV1141	Fungi	Mortierellomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1168	Fungi	Aphelidiomycota	Aphelidiomycetes	GS16	Unassigned	Unassigned	Unassigned
ASV1170	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neodidymelliopsis	Neodidymelliopsis_ranunculi
ASV1173	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1193	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1200	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1205	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1238	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma_sp
ASV1255	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium_globosporum
ASV1256	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1345	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1376	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1381	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora	Unassigned
ASV1389	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus_intraradices
ASV1400	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1545	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1553	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neopyrenochaetaceae	Neopyrenochaeta	Neopyrenochaeta_acicola
ASV1560	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Unassigned	Unassigned	Unassigned
ASV1592	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Waitea	Waitea_circinata
ASV1755	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1792	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Unassigned
ASV1016	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Corymbiglomus	Corymbiglomus_tortuosum
ASV1116	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1172	Fungi	Basidiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1192	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Unassigned	Unassigned
ASV1199	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Ovatospora	Unassigned
ASV1229	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1231	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Unassigned
ASV1232	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Unassigned	Unassigned
ASV1249	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1261	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	Cystobasidium_benthicum
ASV1271	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_oleaginosum
ASV1289	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Unassigned	Unassigned
ASV1298	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1302	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	Westerdykella_centenaria
ASV1303	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1326	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1328	Fungi	Ascomycota	Lecanoromycetes	Unassigned	Unassigned	Unassigned	Unassigned
ASV1359	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_salamorum
ASV1379	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1383	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1406	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Unassigned	Unassigned
ASV1435	Fungi	Rozellomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1476	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1549	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Acrophialophora	Acrophialophora_levis
ASV1556	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Unassigned	Unassigned
ASV1557	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1615	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1664	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1701	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1721	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1760	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza_sp
ASV1852	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_ord_Incertae_sedis	Symmetrosporaceae	Symmetrospora	Symmetrospora_oryzicola
ASV1882	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Unassigned	Unassigned
ASV1097	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1146	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Unassigned	Unassigned
ASV1148	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	Unassigned
ASV1151	Fungi	Ascomycota	Dothideomycetes	Unassigned	Unassigned	Unassigned	Unassigned
ASV1186	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Unassigned
ASV1207	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1239	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1251	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1278	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Unassigned	Unassigned
ASV1357	Fungi	Rozellomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1373	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1386	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Unassigned	Unassigned
ASV1463	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1481	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1552	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Unassigned
ASV1606	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1648	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1667	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1775	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis_sp
ASV1817	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_sp
ASV1931	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1090	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1110	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1161	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1213	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	Rhizophlyctis_sp
ASV1237	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1284	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1346	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Kernia	Kernia_columnaris
ASV1392	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Paradictyoarthriniaceae	Paradictyoarthrinium	Unassigned
ASV1403	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Camarosporidiellaceae	Camarosporidiella	Unassigned
ASV1432	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Unassigned	Unassigned	Unassigned
ASV1433	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1448	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Unassigned	Unassigned	Unassigned
ASV1452	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_helianthiinficiens
ASV1465	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma_sp
ASV1467	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1509	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1535	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1559	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1598	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1707	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1718	Fungi	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	Catenariaceae	Catenaria	Unassigned
ASV1794	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Acremonium_sp
ASV1802	Fungi	Rozellomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1848	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_polygonia
ASV1175	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1212	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1220	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1248	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1259	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1293	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1310	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1318	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Tubulicrinaceae	Butlerelfia	Butlerelfia_eustacei
ASV1331	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Unassigned
ASV1349	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1355	Fungi	Rozellomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1361	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Gloeoporus	Gloeoporus_sp
ASV1396	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Unassigned
ASV1402	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Unassigned	Unassigned	Unassigned
ASV1420	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1462	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1489	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1492	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1525	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_bicolor
ASV1528	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1534	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus_irregularis
ASV1611	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1694	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1695	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1702	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella_subminutispora
ASV1734	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Dichotomopilus	Dichotomopilus_pratensis
ASV1761	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_moringae
ASV1842	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_molesta
ASV1862	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus_plagioporus
ASV1920	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Unassigned
ASV1227	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1228	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1240	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Corymbiglomus	Corymbiglomus_tortuosum
ASV1288	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Unassigned	Unassigned
ASV1313	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1356	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	Cystofilobasidium_macerans
ASV1388	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Kernia	Kernia_columnaris
ASV1395	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia_disticha
ASV1438	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1443	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1446	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_sp
ASV1447	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1491	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1497	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma_tephrensis
ASV1507	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_terricola
ASV1511	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1512	Fungi	Basidiomycota	Tremellomycetes	Unassigned	Unassigned	Unassigned	Unassigned
ASV1514	Fungi	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	Catenariaceae	Catenaria	Unassigned
ASV1515	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1546	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1601	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Unassigned	Unassigned	Unassigned
ASV1614	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1703	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Thanatephorus	Thanatephorus_cucumeris
ASV1719	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Dichotomopilus	Dichotomopilus_erectus
ASV1779	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Diplogelasinospora	Diplogelasinospora_sp
ASV1900	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1929	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_xerophilus
ASV1291	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1292	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1319	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1327	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_digitatum
ASV1384	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces_roseus
ASV1409	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Unassigned
ASV1429	Fungi	Glomeromycota	Glomeromycetes	Unassigned	Unassigned	Unassigned	Unassigned
ASV1442	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1451	Fungi	Rozellomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1458	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Unassigned	Unassigned	Unassigned
ASV1477	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1503	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1530	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1540	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1585	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	Ceratobasidium_sp
ASV1646	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1656	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1665	Fungi	Ascomycota	Sordariomycetes	Sordariales	Unassigned	Unassigned	Unassigned
ASV1666	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1698	Fungi	Basidiomycota	Agaricomycetes	Unassigned	Unassigned	Unassigned	Unassigned
ASV1774	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1783	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1795	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1324	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1339	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces_roseus
ASV1382	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1418	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1466	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1482	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1495	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Unassigned	Unassigned	Unassigned
ASV1566	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1626	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1632	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1639	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	Rhizophlyctis_sp
ASV1642	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1661	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1670	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1720	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1722	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Unassigned	Unassigned	Unassigned
ASV1763	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Gloeoporus	Gloeoporus_sp
ASV1769	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1785	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Unassigned	Unassigned
ASV1833	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1840	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Unassigned
ASV1847	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1881	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1912	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Unassigned
ASV1927	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_sp
ASV1393	Fungi	Ascomycota	Leotiomycetes	Helotiales	Unassigned	Unassigned	Unassigned
ASV1425	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1498	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza_sp
ASV1529	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Sarocladium	Sarocladium_subulatum
ASV1532	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1542	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1568	Fungi	Ascomycota	Sordariomycetes	Unassigned	Unassigned	Unassigned	Unassigned
ASV1571	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1583	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1589	Fungi	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	Catenariaceae	Catenaria	Catenaria_anguillulae
ASV1622	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Unassigned
ASV1679	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Unassigned	Unassigned
ASV1680	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1681	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1690	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1693	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1717	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1772	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1820	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma_sp
ASV1825	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1898	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1921	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Unassigned	Unassigned
ASV54	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1524	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1538	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1587	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1640	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	Conocybe_deliquescens
ASV1647	Fungi	Glomeromycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1739	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_rubidurum
ASV1751	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1762	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1771	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1781	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1823	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1844	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Unassigned	Unassigned
ASV1866	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1868	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1869	Fungi	Ascomycota	Sordariomycetes	Sordariales	Neoschizotheciaceae	Neoschizothecium	Neoschizothecium_carpinicola
ASV1889	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia_tropicalis
ASV1924	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	Candida_zeylanoides
ASV439	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Unassigned	Unassigned
ASV1605	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Unassigned	Unassigned
ASV1692	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1713	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1715	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV1736	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Issatchenkia	Issatchenkia_orientalis
