Id,Label,timeset,P
ASV1,ASV1,,Spike
ASV5,ASV5,,Unassigned
ASV6,ASV6,,Unassigned
ASV2,ASV2,,Basidiomycota
ASV3,ASV3,,Unassigned
ASV8,ASV8,,Basidiomycota
ASV4,ASV4,,Unassigned
ASV10,ASV10,,Unassigned
ASV9,ASV9,,Basidiomycota
ASV1152,ASV1152,,Unassigned
ASV28,ASV28,,Basidiomycota
ASV39,ASV39,,Ascomycota
ASV66,ASV66,,Unassigned
ASV724,ASV724,,Unassigned
